accountnum,mergeto_account
Expected Records,65708
50110355,40502643
50110360,50092113
50110363,40901824
50110381,41704704
50110383,42421180
50110386,41493410
50110416,50000537
50110420,50091928
50110432,40086310
50110433,56735
50110454,40337960
50110462,50012252
50110463,50023029
50110467,50014117
50110477,41483243
50110485,41225419
50110490,40704772
50110517,42479104
50110557,40247061
50110574,50073413
50110588,40192397
50110605,50097432
50110648,41184724
50110697,42132401
50110711,41603434
50110715,42279364
50110728,40958245
50110730,40956707
50110731,40530442
50110737,42483957
50110739,41712544
50110757,40668374
50110783,50080569
50110789,40777057
50110791,41138039
50110796,62944
50110797,50080150
50110797,40460019
50110798,40329839
50110801,42399381
50110806,40842261
50110827,41426578
50110832,41377325
50110833,50083375
50110834,41664192
50110853,40260910
50110862,42283829
50110865,42250985
50110899,41591296
50110906,41727895
50110908,41769160
50110933,40783170
50110946,41382770
50110950,41697228
50110951,50014615
50110954,50066608
50110958,40684611
50110961,41928570
50110966,41345016
50110967,40286210
50110973,41010934
50110974,40720602
50110976,40298161
50110984,40107766
50110985,42415268
50110986,42031598
50110988,41987739
50110990,42451106
50110994,40400008
50110995,41916175
50110997,50012481
50110998,41052122
50111001,40991560
50111004,40660590
50111006,42408839
50111011,40112762
50111018,42259955
50111022,30002350
50111032,40480899
50111039,40515150
50111052,41303781
50111068,40651632
50111076,42278515
50111077,42108159
50111089,40625882
50111091,42328918
50111095,40808331
50111111,50079614
50111119,41651997
50111126,40707264
50111140,40801107
50111147,40096121
50111148,41078536
50111150,40804007
50111160,41586264
50111166,41134865
50111167,42349660
50111194,40042457
50111195,40516569
50111204,41645631
50111211,41462183
50111240,50111255
50111242,40495216
50111269,41754187
50111270,42138016
50111282,40166812
50111291,84873
50111299,41105355
50111302,30003459
50111310,42082925
50111314,40210234
50111324,41209917
50111328,41785012
50111330,50265462
50111347,41113799
50111349,10118110
50111353,41755786
50111368,41906939
50111369,40041631
50111399,41154103
50111406,40463306
50111411,41274776
50111417,40433233
50111417,50018939
50111426,50087982
50111437,41970331
50111449,50111446
50111463,40474054
50111484,42252231
50111502,41914417
50111525,41275377
50111528,41026776
50111532,42360599
50111546,40316114
50111557,40863564
50111564,41859459
50111577,41852373
50111590,40075909
50111601,41995737
50111612,40026696
50111625,40825803
50111635,41852088
50111636,41072890
50111650,40840178
50111654,40447078
50111659,40026696
50111660,42047654
50111661,50019490
50111663,40722542
50111670,75829
50111675,42117529
50111681,50084152
50111689,41540873
50111690,42365329
50111703,40422148
50111705,42433277
50111707,40348430
50111728,41648592
50111731,42485412
50111734,50049944
50111743,41304790
50111748,41450578
50111754,41996592
50111770,50042055
50111774,40154278
50111813,41134701
50111836,41448811
50111845,42482640
50111864,60510
50111896,41238928
50111922,40236351
50111924,40502832
50111931,40350714
50111933,50002020
50111937,40286843
50111961,41825851
50111968,40831643
50111971,50096557
50111983,42324219
50112043,42464755
50112050,40847529
50112075,41581196
50112103,86261
50112286,50107190
50112289,42461764
50112307,50027834
50112309,41030444
50112350,41439380
50112405,40417792
50112428,41360370
50112437,40561475
50112451,40685236
50112484,42456523
50112494,41520123
50112495,40548315
50112515,50102527
50112532,40883566
50112554,41496299
50112592,41677299
50112593,41015099
50112610,40707398
50112638,40468104
50112664,50037440
50112668,35358
50112677,40810668
50112726,41409595
50112747,50006498
50112780,40921768
50112783,41109943
50112784,42048206
50112787,41739861
50112801,40846485
50112803,40306835
50112812,40269917
50112814,41651961
50112829,50192595
50112840,42086789
50112841,40698987
50112846,40978404
50112848,42245017
50112866,42483208
50112891,40712519
50112902,41224439
50112903,41702157
50112939,40758117
50112940,50079713
50112942,40892224
50113000,41244460
50113016,42379346
50113017,42243374
50113019,40634778
50113044,42186890
50113051,42253135
50113056,40940839
50113057,41076522
50113068,40308275
50113069,40195555
50113070,42079009
50113072,40201820
50113077,40231037
50113123,42489576
50113138,40660451
50113148,40647117
50113155,40894369
50113157,42230161
50113205,13796
50113216,41695311
50113217,41342878
50113237,41015272
50113251,50038581
50113264,42410241
50113298,50060400
50113332,41014847
50113349,41625767
50113367,42477024
50113391,50189787
50113397,10168060
50113430,41827827
50113449,40055873
50113484,42264039
50113539,41691352
50113554,41104601
50113556,41366857
50113557,41422076
50113596,41622641
50113605,41194357
50113625,41241951
50113629,41105295
50113650,40471394
50113699,10169247
50113705,41293888
50113716,41550415
50113730,41473647
50113731,41385443
50113748,41136347
50113794,50172809
50113815,41660647
50113841,40492020
50113854,41406280
50113878,40007818
50113894,41728208
50113925,10004188
50113943,50382028
50113945,50073120
50113946,40320461
50113947,40479257
50113992,41659571
50113993,10116992
50114010,41509892
50114020,40916903
50114028,41594157
50114056,40498158
50114114,40959752
50114134,41707501
50114140,42182610
50114150,40419377
50114152,50048691
50114159,42351022
50114170,41280815
50114175,40050828
50114183,42299442
50114219,40522956
50114223,40566906
50114227,42138105
50114227,50068175
50114246,41480256
50114251,50107319
50114252,50115808
50114269,41931340
50114311,41490202
50114325,41432334
50114326,40095221
50114344,41470893
50114346,41850650
50114351,40242359
50114357,50012857
50114358,42299221
50114385,42099620
50114392,41077003
50114413,41033647
50114434,50080215
50114447,41041565
50114459,50088241
50114487,40785056
50114503,42381349
50114529,42025724
50114532,40710065
50114570,40138130
50114599,40676182
50114617,42284447
50114630,41629697
50114633,41418480
50114746,42451246
50114803,50109044
50114835,42317458
50114866,40317311
50114873,41143287
50114879,41303347
50114960,40822943
50114985,50114984
50114986,50114984
50114994,41302946
50115002,41774678
50115025,41239421
50115027,50057548
50115058,41742729
50115078,40117022
50115097,41409735
50115098,41777684
50115122,40134848
50115125,42398101
50115140,50171711
50115140,50095775
50115145,42390120
50115147,40825286
50115153,50010909
50115204,40300330
50115263,41351179
50115276,40613493
50115291,40156402
50115387,50001490
50115390,40533089
50115391,41594019
50115426,50082935
50115446,40996061
50115447,40617987
50115470,40866016
50115493,40121964
50115534,40407111
50115536,40863323
50115540,40550263
50115555,41443291
50115608,41060595
50115637,40463751
50115676,40874519
50115685,40346994
50115698,40106405
50115700,41922982
50115739,42236216
50115744,41502295
50115755,41027347
50115773,42096328
50115839,41112520
50115881,41491314
50115943,42127793
50116005,30004184
50116010,40788219
50116031,50099796
50116036,42336285
50116070,40056419
50116072,41610327
50116086,50058911
50116216,50072376
50116306,40466920
50116309,40510908
50116342,41904178
50116348,41976866
50116355,40588394
50116366,41279865
50116393,50008819
50116399,41631260
50116419,40512267
50116439,41802703
50116483,40226302
50116499,41674870
50116503,41484723
50116508,40529650
50116536,50113389
50116539,50113389
50116541,50114984
50116542,50114984
50116543,50114984
50116544,50114984
50116547,50114984
50116550,50116549
50116554,50116551
50116555,50116551
50116564,41849978
50116584,41046831
50116596,42381334
50116596,42472409
50116600,41554616
50116602,50389284
50116652,42426613
50116685,50111996
50116694,41957031
50116760,42450773
50116767,20000368
50116804,40085707
50116819,41291598
50116842,42186191
50116881,40947739
50116902,40268623
50116903,40586516
50116904,40936794
50116953,41137971
50117022,40194918
50117073,74433
50117076,69706
50117133,50163548
50117135,41265222
50117167,90256
50117181,42331446
50117201,42342284
50117202,41145982
50117203,50064865
50117218,41551682
50117286,42439842
50117292,42167111
50117316,42211591
50117324,50088730
50117353,41574009
50117367,42474032
50117367,41179952
50117405,40709149
50117409,50092388
50117425,40635282
50117442,41151314
50117446,50521385
50117460,40689413
50117513,41381750
50117515,40220736
50117524,42470772
50117572,50075497
50117626,50083368
50117669,41848045
50117681,41750718
50117706,41348956
50117765,41625560
50117774,40718195
50117779,41273114
50117794,40264748
50117809,42474451
50117812,41246780
50117885,40147003
50117899,40040997
50117924,57475
50117943,41239437
50117960,40513238
50118000,41493377
50118024,50114984
50118028,50114984
50118073,41893179
50118085,40002350
50118094,7232
50118106,40503886
50118111,42418904
50118129,50122611
50118136,41171963
50118150,42384725
50118191,41825948
50118193,50075285
50118201,41897811
50118204,50118239
50118207,50062388
50118237,50118156
50118250,40512376
50118266,40916864
50118267,42470942
50118282,77192
50118283,42211649
50118287,40814500
50118297,42390149
50118311,50107744
50118347,42456374
50118349,40421015
50118351,40329189
50118361,42088813
50118379,50078920
50118382,50094664
50118384,40405289
50118408,50040662
50118411,40092264
50118417,41498850
50118431,50084996
50118434,40862548
50118441,40768211
50118446,42422484
50118448,40752273
50118475,50087016
50118479,50081526
50118485,40122937
50118495,40167002
50118498,50126186
50118498,50118498
50118508,40962949
50118511,42153520
50118521,41031179
50118527,2764
50118540,42019808
50118543,41232851
50118545,10672987
50118550,40279061
50118573,50120898
50118580,41202191
50118582,40920186
50118591,50046249
50118596,41325686
50118607,40948188
50118611,41629428
50118612,40156122
50118614,40496427
50118634,40513132
50118650,40983686
50118662,40702878
50118666,41070893
50118668,50002988
50118676,42287781
50118678,41208729
50118700,41926726
50118704,50089127
50118712,50101383
50118716,50063792
50118720,41880087
50118724,50384544
50118728,40757470
50118733,41854033
50118740,41374373
50118743,40139075
50118744,41596745
50118758,50081943
50118761,50082044
50118763,41401265
50118773,50106692
50118780,50111486
50118784,40595165
50118794,40512875
50118796,50042251
50118797,40109686
50118801,41890957
50118803,42161519
50118804,40118236
50118807,50095393
50118813,40505557
50118814,41697172
50118820,50104801
50118825,40858650
50118826,41196593
50118835,40401671
50118851,40952722
50118853,41143194
50118855,40099122
50118859,50015637
50118862,42303264
50118866,50061618
50118882,41325710
50118883,40587454
50118885,40517103
50118898,41248053
50118899,50104549
50118905,41198852
50118909,50108852
50118916,50056951
50118917,42333931
50118918,41611321
50118923,42259791
50118927,40947110
50118929,41077457
50118942,41991676
50118955,40652196
50118964,41371887
50118965,40499995
50118969,41597322
50118970,42359266
50118974,50109886
50118975,40142113
50118977,41966966
50118978,41470129
50118981,41530500
50118984,41011413
50118988,41000387
50118989,42448021
50118990,41708598
50118993,40309703
50118994,40149812
50118995,42258737
50118996,41484632
50118997,42459010
50118999,41254218
50119000,40142973
50119001,41219749
50119004,40523823
50119008,40309963
50119011,42087416
50119014,50081426
50119016,10117017
50119019,42422637
50119020,42450172
50119021,50100657
50119023,41375827
50119025,41911816
50119026,41131448
50119028,42489613
50119030,42476232
50119031,41117541
50119033,40422652
50119034,41778215
50119038,41480998
50119041,42429802
50119043,40212232
50119044,40001020
50119045,40403210
50119046,41162140
50119048,40707643
50119057,40248969
50119064,40482251
50119068,50055985
50119070,40408554
50119074,40219404
50119079,41018697
50119080,42404705
50119086,40777184
50119087,41802139
50119088,41865574
50119089,70851
50119094,40474318
50119095,42390627
50119097,41560163
50119098,42390936
50119099,41420054
50119101,41557881
50119108,41257556
50119112,41484817
50119113,42454355
50119117,50078328
50119124,40159973
50119125,41835263
50119126,40068710
50119130,41534343
50119132,40945217
50119138,50084225
50119154,40991678
50119184,41419164
50119191,42003961
50119196,41494300
50119211,40140607
50119220,41141884
50119224,50119232
50119224,50119224
50119232,50119224
50119233,40301405
50119235,40118792
50119239,41431484
50119246,41238278
50119247,40982799
50119252,41281528
50119255,42412466
50119262,41425374
50119267,40823240
50119275,50337664
50119277,40333267
50119285,40473469
50119287,40852352
50119290,40110647
50119293,41497587
50119296,42451157
50119298,40653380
50119302,40815519
50119303,42402396
50119312,41344409
50119313,42389255
50119318,50119294
50119338,40087747
50119350,40079071
50119354,40050986
50119362,40962434
50119373,41923818
50119375,40483536
50119400,41301122
50119403,41069199
50119424,40269755
50119426,42465788
50119428,41198096
50119444,41401306
50119452,41084884
50119465,41019570
50119481,50438756
50119488,41761275
50119492,41023339
50119500,40548604
50119504,40283853
50119505,42233170
50119508,41779785
50119509,41329093
50119510,41809266
50119512,41475274
50119519,50090915
50119522,40328490
50119531,40082335
50119532,41999122
50119535,40102846
50119541,40971704
50119552,41714242
50119565,41399678
50119578,40082834
50119595,42393270
50119596,41977524
50119600,50079474
50119610,40313622
50119611,40140673
50119612,40815738
50119621,41423977
50119627,40826225
50119627,50108298
50119629,40462767
50119633,40104101
50119637,41434914
50119641,41231830
50119644,41399209
50119663,41511723
50119666,41907024
50119669,40696796
50119671,40128786
50119678,41155311
50119679,50017086
50119680,41661681
50119681,42205274
50119685,40248177
50119686,40099469
50119687,40445865
50119690,42005465
50119692,40141000
50119693,40598342
50119694,50087549
50119695,40440816
50119709,41842974
50119712,40753850
50119712,40604326
50119714,50091850
50119715,40176664
50119716,40505588
50119720,40099378
50119723,41721415
50119725,50082792
50119727,42478217
50119728,41479983
50119730,50000281
50119734,40568927
50119736,41347660
50119741,10118580
50119744,41260174
50119749,41638662
50119751,42020787
50119752,41026983
50119753,41906359
50119755,40231174
50119756,42218274
50119761,41894739
50119762,42150801
50119763,50055268
50119765,40430860
50119775,40132621
50119780,41029049
50119783,40508300
50119785,41118408
50119789,40712844
50119793,42005603
50119794,40565725
50119795,41926244
50119800,41305618
50119808,41761509
50119814,41412219
50119816,40915919
50119818,41213617
50119826,40831896
50119828,41300272
50119831,40319935
50119834,40826678
50119840,40460615
50119844,40619474
50119848,10152254
50119856,41641591
50119872,40289105
50119873,42315126
50119882,40897462
50119905,41901229
50119914,27656
50119919,41173037
50119923,50625975
50119935,40011526
50119939,40990007
50119943,40457153
50119945,40114641
50119956,41263238
50119958,41189849
50119970,41138646
50119974,40210241
50119990,41869705
50120015,42469283
50120021,41144681
50120023,41180331
50120037,50085338
50120039,40633749
50120074,42282791
50120075,41025806
50120083,40585160
50120091,40143058
50120095,41230999
50120106,42475407
50120118,40393808
50120119,50103126
50120124,41396994
50120125,50120098
50120126,40301475
50120129,41490022
50120140,40137756
50120142,41563125
50120144,40250170
50120145,40528140
50120162,41703275
50120183,41632118
50120202,41291482
50120216,40299414
50120217,42290739
50120220,40853611
50120221,10122485
50120230,40472200
50120234,50306929
50120249,40264401
50120260,44510
50120268,42221235
50120280,40659495
50120294,41245304
50120302,40877059
50120319,72357
50120324,42464564
50120346,40219074
50120359,42329261
50120370,42436280
50120394,40221309
50120410,40031421
50120429,41275960
50120436,41931157
50120448,42424283
50120454,40560960
50120476,41392867
50120478,40010117
50120487,42492105
50120490,40301741
50120491,41485550
50120494,40416779
50120505,40396565
50120510,40327470
50120525,50011037
50120528,40288790
50120540,40185788
50120543,42250024
50120545,42072831
50120547,41491454
50120550,41966151
50120559,41798648
50120571,41472249
50120577,40055787
50120581,40089755
50120599,40940092
50120615,42468140
50120618,41138353
50120634,41107254
50120654,50119959
50120655,40495682
50120697,40230926
50120700,41678792
50120701,40841880
50120705,50091507
50120712,40514077
50120713,40801283
50120714,41124343
50120725,41777351
50120733,50052762
50120736,41104762
50120737,12500
50120754,41851178
50120760,40774259
50120765,40849795
50120766,41048155
50120769,32150
50120771,41265659
50120797,42484818
50120805,50013224
50120806,41741883
50120818,41564907
50120820,41176414
50120826,40163139
50120828,41193409
50120831,41193077
50120837,40500463
50120840,50007295
50120841,50082829
50120857,41365566
50120858,41188327
50120859,41718109
50120862,41175792
50120866,40591813
50120868,42101455
50120875,41932995
50120877,41413940
50120878,42490960
50120879,40903811
50120882,41185297
50120886,40631934
50120889,42042515
50120890,40238248
50120904,50116614
50120914,41451
50120916,42412919
50120920,10115146
50120924,41334514
50120944,40249775
50120947,40982321
50120948,42204869
50120952,40734883
50120954,44149
50120957,40510671
50120961,40405080
50120962,40411241
50120965,10153241
50120966,41065809
50120972,41240427
50120974,41212868
50120975,50040355
50120978,50039571
50120982,40413450
50120987,40679262
50120991,40280544
50120992,40853409
50120995,42427943
50120998,10670034
50121006,40784884
50121007,41052369
50121008,40059911
50121009,41460694
50121020,14263
50121021,40821991
50121025,40833978
50121026,41626415
50121027,40350897
50121028,41380257
50121029,40740424
50121031,41409963
50121035,42015448
50121036,41145793
50121051,41855712
50121053,41196322
50121054,41014291
50121060,40198858
50121063,41432681
50121065,41212581
50121067,41927046
50121072,40963654
50121073,40753116
50121079,41764839
50121084,41129427
50121088,40635992
50121097,41596426
50121098,42009099
50121099,41232863
50121120,41763801
50121121,42441360
50121127,40609721
50121130,41715358
50121131,40802399
50121132,40720964
50121139,50005750
50121148,40234335
50121154,40212463
50121157,40423806
50121172,42181669
50121173,41058435
50121183,40211441
50121186,50026575
50121188,42409127
50121189,40944829
50121204,40329203
50121214,50065851
50121215,41095923
50121226,41279342
50121236,42333415
50121247,40422160
50121249,50121249
50121249,50490420
50121258,40786332
50121264,40651851
50121266,41761479
50121272,40535779
50121273,40915441
50121278,41737392
50121287,41983444
50121295,40271828
50121299,40646817
50121308,41430767
50121311,41141176
50121311,42395867
50121319,40502935
50121325,50016915
50121332,41021198
50121335,41228219
50121336,41361141
50121350,40932792
50121351,40556782
50121352,40038424
50121360,41773257
50121364,41785634
50121365,40392710
50121372,40248035
50121375,40289378
50121378,42047962
50121380,41069210
50121384,42445111
50121390,41467392
50121395,42245866
50121396,50121600
50121405,50059254
50121406,42171517
50121409,40139920
50121414,40230924
50121422,41394088
50121430,40125499
50121431,41835889
50121443,40906325
50121446,40766418
50121449,41396106
50121456,40060344
50121460,40078247
50121468,41634420
50121471,50028034
50121473,40487491
50121474,41591153
50121475,40913643
50121487,41621845
50121492,41389797
50121496,40986413
50121497,40404744
50121499,41182601
50121500,30000703
50121508,40006773
50121510,41048356
50121519,40112664
50121524,40722758
50121531,41254927
50121533,28647
50121543,41472164
50121548,50047989
50121554,41000456
50121556,41415730
50121557,41594250
50121568,40554710
50121571,40108288
50121582,40253905
50121585,50000004
50121585,50046181
50121587,42335028
50121598,50000012
50121600,50121396
50121600,50121600
50121607,50121589
50121608,41764158
50121609,40644492
50121635,50120090
50121640,40069747
50121642,42174219
50121643,50037834
50121645,40227777
50121667,50041895
50121669,64360
50121671,10143068
50121672,50081926
50121674,50078756
50121676,32813
50121681,64490
50121683,42317105
50121685,40031338
50121686,41104544
50121687,40402413
50121693,10155954
50121699,87992
50121701,41474891
50121703,40650966
50121704,41181369
50121705,31423
50121706,40478532
50121721,41686644
50121723,41088307
50121727,50106256
50121730,41175671
50121732,50098344
50121736,40529862
50121751,41055977
50121764,40618211
50121769,64386
50121770,41065983
50121776,41455061
50121778,40907244
50121779,40691440
50121785,40822724
50121786,40005761
50121801,40347657
50121805,50120956
50121808,41376652
50121815,41618177
50121816,41846400
50121817,41269566
50121821,50107358
50121822,41666547
50121826,40887936
50121835,40521875
50121837,40132221
50121844,41288486
50121846,50094062
50121864,41608313
50121875,40677009
50121877,41464822
50121882,40980826
50121884,42085541
50121887,42386259
50121889,41795200
50121891,41401055
50121897,50107849
50121898,40619775
50121899,41423282
50121900,50089893
50121906,50073822
50121907,41562056
50121909,40179221
50121913,40505143
50121915,40526010
50121918,41941444
50121920,50066362
50121923,41061733
50121926,41389960
50121927,41909813
50121928,40154120
50121929,41381228
50121932,40437782
50121936,40482435
50121968,41153835
50121969,40414293
50121985,41454188
50121986,41470433
50121988,40845693
50122019,42344534
50122020,41759154
50122023,42479902
50122025,40595855
50122039,40036622
50122042,41771900
50122052,50015042
50122053,40277795
50122054,50068080
50122056,40299032
50122057,41076304
50122059,40195593
50122069,40616431
50122106,40510169
50122117,89774
50122118,40254392
50122129,41122518
50122135,41350412
50122155,40308933
50122170,40884967
50122174,40537587
50122179,40695149
50122181,40942056
50122191,40668944
50122199,40492663
50122219,40723114
50122221,50025001
50122236,50006885
50122254,40462886
50122257,40801309
50122258,42396962
50122267,41019773
50122278,40819639
50122281,40129170
50122282,40524060
50122287,41126795
50122289,40667438
50122294,40236794
50122297,40289373
50122307,40655349
50122332,41729028
50122337,41532198
50122338,40509903
50122356,41381339
50122360,40029441
50122367,41556909
50122369,40544377
50122384,40161390
50122391,23622
50122392,40325256
50122399,50120293
50122400,41240644
50122405,40086928
50122426,50122426
50122444,42095322
50122465,41666906
50122468,42295722
50122479,41499474
50122480,50122398
50122482,41124919
50122484,40019170
50122492,40744815
50122493,40697187
50122515,41243644
50122516,50154022
50122524,41562027
50122527,40289921
50122529,42380432
50122542,41042233
50122544,40980544
50122550,40678621
50122551,40477144
50122553,42463589
50122555,40566432
50122560,40644885
50122569,41883077
50122573,40992125
50122593,41624749
50122614,41362887
50122617,40157335
50122619,40413198
50122623,40317540
50122633,10153813
50122647,40549273
50122649,40200284
50122669,41354113
50122674,50131724
50122682,41734718
50122695,41684574
50122699,41890670
50122707,40618508
50122716,41600655
50122717,41955893
50122718,42266749
50122729,40957275
50122732,41292236
50122733,40052628
50122734,41053652
50122736,40871207
50122740,41022102
50122743,40832285
50122744,40723232
50122751,41996554
50122764,50107182
50122783,42136496
50122793,41172719
50122794,40263056
50122800,40487885
50122805,41847401
50122818,10149128
50122819,41481802
50122824,40556515
50122826,40967362
50122833,40617629
50122841,41770105
50122852,40032521
50122859,40850254
50122861,10157092
50122862,41749616
50122872,40327242
50122880,41250636
50122883,41637845
50122884,42323051
50122890,40905401
50122895,41380785
50122899,41132480
50122900,42146434
50122902,40193567
50122910,41879613
50122914,40258466
50122917,50089155
50122919,40912958
50122923,40037487
50122929,42420691
50122930,41597255
50122938,41350217
50122942,41507087
50122943,41657914
50122968,42117126
50122971,42019343
50122977,50109642
50122979,40231786
50122982,40574932
50122989,40756339
50123000,10157903
50123001,50006069
50123005,50072013
50123006,40589155
50123011,40192835
50123013,50121574
50123015,40554384
50123021,50081793
50123023,41697066
50123027,50084908
50123028,41548559
50123030,41823189
50123040,41012551
50123049,40718563
50123051,60161
50123055,41493960
50123057,40426825
50123059,50101970
50123060,50031400
50123063,41135811
50123069,41469246
50123073,41781640
50123075,42033214
50123076,40342933
50123081,40267429
50123087,40214144
50123092,50137307
50123099,41081533
50123102,40578210
50123103,41410813
50123106,40028002
50123114,40066582
50123115,41989673
50123116,41229771
50123118,40888156
50123120,50077111
50123130,41981983
50123130,42489245
50123142,42152689
50123143,40205755
50123144,41020188
50123146,40448546
50123155,40149683
50123160,42157764
50123177,42391780
50123179,40503092
50123200,40837745
50123213,42113010
50123215,41147284
50123218,40411871
50123221,40516478
50123228,40338721
50123241,41745953
50123244,40139175
50123248,40275274
50123262,40132384
50123265,40602300
50123269,40616883
50123270,50012268
50123271,40180866
50123274,41836146
50123275,52181
50123276,41249697
50123287,41145957
50123288,41602645
50123292,41172518
50123301,41469131
50123344,40599671
50123350,42216481
50123352,40255783
50123358,10000273
50123366,41207278
50123367,40939531
50123382,42318437
50123398,41974639
50123409,40816138
50123416,50064231
50123421,40402886
50123429,42066644
50123434,41481708
50123440,42434458
50123445,42254495
50123446,40136454
50123450,42463056
50123457,41197378
50123466,41433831
50123469,41199022
50123472,41196347
50123498,40034359
50123508,40906660
50123515,40567163
50123519,40419505
50123531,40402921
50123553,41154650
50123556,40159259
50123558,41029606
50123560,40434689
50123561,40779153
50123570,40647270
50123574,40052581
50123577,40490645
50123584,50169691
50123595,40420208
50123596,40502322
50123598,40041062
50123607,40613016
50123609,40018945
50123615,42246228
50123619,40683837
50123621,41772724
50123624,41916264
50123625,50653326
50123659,40830566
50123679,40606704
50123705,75005
50123712,40438331
50123718,41583621
50123720,41279424
50123721,40769938
50123723,50060677
50123734,40737872
50123735,40441432
50123741,40272528
50123745,40152112
50123756,41926446
50123760,40581123
50123761,41657424
50123763,41644173
50123773,40192103
50123787,41420085
50123789,41865254
50123801,41106
50123818,40166445
50123823,50134364
50123863,41112125
50123867,40349135
50123868,40727167
50123870,41093732
50123881,42020808
50123900,41290002
50123902,40635369
50123909,40112611
50123916,40837223
50123921,40625632
50123933,8940
50123934,40518302
50123942,41680753
50123943,40948796
50123952,40042635
50123956,40517003
50123957,41724411
50123960,40278183
50123969,38771
50123972,40791312
50123982,50000142
50123988,41559307
50124000,73432
50124002,41472270
50124020,40620517
50124021,50059961
50124022,41751192
50124025,41666056
50124030,40084102
50124034,41360888
50124039,41451023
50124045,42482854
50124051,40342770
50124059,42087963
50124060,41114493
50124068,40072646
50124069,40721580
50124070,41359113
50124073,41439381
50124084,40561910
50124085,41457218
50124091,50571845
50124098,41076608
50124104,42343172
50124105,40425126
50124106,40925308
50124109,40440068
50124123,40445087
50124125,45217
50124127,40073608
50124133,41087677
50124135,41441924
50124138,40647913
50124141,50051570
50124144,41199052
50124149,40018343
50124175,30005768
50124183,40226701
50124186,41367364
50124199,40269153
50124202,40484854
50124204,41403319
50124205,42437202
50124215,41499463
50124218,41684467
50124219,41984107
50124229,50382310
50124235,41180037
50124258,41042900
50124262,41156095
50124275,50109842
50124282,41327447
50124286,50082012
50124303,50124303
50124314,5375
50124316,41520392
50124320,41883649
50124326,41394254
50124327,41848422
50124331,42352702
50124348,41163643
50124364,40649137
50124369,40560898
50124381,41133197
50124394,41384230
50124399,40044068
50124404,50018201
50124405,50015092
50124409,42378169
50124450,40499835
50124451,41644128
50124457,40336106
50124507,40002339
50124523,86880
50124525,41035327
50124526,40197964
50124529,41158227
50124535,41487953
50124536,41330332
50124537,41326907
50124545,41617316
50124546,41660962
50124550,50080077
50124557,40678982
50124571,50038560
50124578,40036550
50124588,50066556
50124600,40971530
50124601,50114527
50124617,41172633
50124625,41653749
50124638,40001899
50124643,50067152
50124656,40715592
50124680,40824153
50124693,41401413
50124700,42086829
50124702,41307432
50124713,40740252
50124720,50091151
50124723,41098576
50124733,41626681
50124752,50083551
50124753,50110805
50124754,41830875
50124757,42388345
50124759,40262179
50124760,40523576
50124764,40339698
50124769,40529659
50124776,50033287
50124790,42053130
50124797,50158531
50124801,40589465
50124822,42188040
50124849,41212804
50124869,41099265
50124879,41593606
50124883,41349834
50124884,50108615
50124886,40458013
50124892,40104909
50124900,40823305
50124901,40851865
50124916,41788967
50124918,40160762
50124919,41086533
50124922,41245718
50124943,42349736
50124946,50002966
50124947,41130485
50124948,41867354
50124955,40819226
50124960,40527023
50124961,41318449
50124966,41549288
50124968,42193111
50124974,42114203
50124976,40698761
50124977,40980488
50124979,50332019
50124983,40698506
50124987,42060721
50124988,41126379
50124989,50102779
50124998,41158888
50125002,41619693
50125007,42457577
50125009,41658385
50125013,41455163
50125016,40299449
50125017,42160790
50125023,41150259
50125024,40334569
50125030,40242896
50125031,40756395
50125032,40900280
50125049,41447217
50125053,41395271
50125060,40340699
50125071,42354594
50125075,40946409
50125082,40210646
50125084,40859677
50125108,40818037
50125126,41766257
50125131,40752426
50125133,41099056
50125135,40656690
50125138,40539181
50125144,41729994
50125145,40205967
50125157,50125152
50125161,40565859
50125162,42256061
50125177,40438669
50125180,41143979
50125189,41411218
50125193,42477822
50125194,41118761
50125199,42273742
50125213,50035006
50125215,41509868
50125219,40488437
50125222,50125222
50125234,42492510
50125241,40578113
50125248,41379057
50125249,41414970
50125263,40821125
50125268,40981380
50125270,40681955
50125275,41476511
50125279,42455489
50125283,42196461
50125286,41880252
50125288,40941934
50125301,41512978
50125322,41250164
50125323,40989599
50125326,41665544
50125328,41294318
50125337,40191552
50125341,40660357
50125343,41996292
50125344,41424636
50125353,41899305
50125356,41079799
50125363,41305882
50125365,40559668
50125367,42454148
50125380,40770113
50125381,50005608
50125392,40946573
50125393,40475520
50125395,41321755
50125399,41993858
50125403,41415830
50125407,40277297
50125410,41477753
50125412,42029327
50125414,40522528
50125415,41750902
50125421,40632532
50125433,40478640
50125443,40594778
50125444,41181181
50125447,41970231
50125451,42317719
50125452,41463732
50125455,42477083
50125458,50087130
50125467,42075890
50125468,40802672
50125475,40328234
50125483,40169292
50125487,42282568
50125488,41847795
50125489,40989766
50125498,42180268
50125500,41406605
50125504,70197
50125508,40608840
50125517,41410918
50125518,40177957
50125526,41903286
50125532,41340298
50125534,40422360
50125535,42012322
50125536,41074292
50125545,40242669
50125547,40309061
50125551,41994840
50125555,41175631
50125556,42183939
50125558,50110897
50125561,42389744
50125566,40510041
50125571,40714862
50125572,40843561
50125574,40548194
50125576,41094425
50125578,40772518
50125579,50037498
50125581,42445613
50125588,40648399
50125589,40921515
50125593,41367644
50125599,40339753
50125600,40479651
50125603,41688068
50125606,40412513
50125607,40271783
50125608,40095881
50125611,41401058
