accountnum,mergeto_account
Expected Records,65708
050317962,50317962
050317963,50317963
050317964,50317964
050317965,50317965
050317966,50317966
050317967,50317967
050317968,50317968
050317969,50317969
050317970,50317970
050317971,50317971
050317972,50317972
050317973,50317973
050317974,50317974
050317975,50317975
050317976,50317976
050317977,50317977
050317978,50317978
050317979,50317979
050317980,50317980
050317981,50317981
050317982,50317982
050317983,50317983
050317984,50317984
050317986,50317986
050317987,50317987
050317988,50317988
050317989,50317989
050317990,50317990
050317991,50317991
050317992,50317992
050317993,50317993
050317994,50317994
050317995,50317995
050317996,50317996
050317997,50317997
050317998,50317998
050317999,50317999
050318000,50318000
050318001,50318001
050318002,50318002
050318003,50318003
050318004,50318004
050318005,50318005
050318006,50318006
050318007,50318007
050318008,50318008
050318009,50318009
050318010,50318010
050318011,50318011
050318012,50318012
050318013,50318013
050318014,50318014
050318015,50318015
050318016,50318016
050318017,50318017
050318018,50318018
050318019,50318019
050318020,50318020
050318021,50318021
050318022,50318022
050318023,50318023
050318024,50318024
050318025,50318025
050318026,50318026
050318027,50318027
050318029,50318029
050318030,50318030
050318031,50318031
050318031,50317381
050318032,50318032
050318033,50318033
050318034,50318034
050318035,50318035
050318036,50318036
050318038,50318038
050318039,50318039
050318040,50318040
050318041,50318041
050318042,50318042
050318043,50318043
050318044,50318044
050318045,50318045
050318046,50318046
050318047,50318047
050318048,50318048
050318049,50318049
050318050,50318050
050318051,50318051
050318052,50318052
050318053,50318053
050318054,50318054
050318055,50318055
050318056,50318056
050318057,50318057
050318058,50318058
050318059,50318059
050318060,50318060
050318060,50320689
050318061,50318061
050318062,50318062
050318063,50318063
050318064,50318064
050318065,50318065
050318066,50318066
050318067,50318067
050318068,40159172
050318068,50318068
050318069,50318069
050318070,50318070
050318071,50318071
050318072,50318072
050318073,50318073
050318074,50318074
050318075,50318075
050318076,50318076
050318077,50318077
050318078,50318078
050318079,50318079
050318080,50318080
050318081,50318081
050318082,50318082
050318083,50318083
050318084,50318084
050318085,50318085
050318086,50318086
050318087,50318087
050318088,50318088
050318089,50318089
050318090,50318090
050318091,50318091
050318092,50318092
050318093,50318093
050318094,50318094
050318095,50318095
050318096,50318096
050318097,50318097
050318098,50318098
050318099,50318099
050318100,50318100
050318101,50318101
050318102,50318102
050318103,50318103
050318104,50318104
050318105,50318105
050318106,50318106
050318107,50318107
050318108,50318108
050318110,50318110
050318111,50318111
050318112,50318112
050318113,50318113
050318114,50318114
050318115,50318115
050318116,50318116
050318117,50318117
050318118,50318118
050318119,50318119
050318120,50318120
050318121,50318121
050318122,50318122
050318123,50318123
050318124,50318124
050318125,50318125
050318126,50318126
050318127,50318127
050318128,50318128
050318129,50318129
050318130,50318130
050318133,50318133
050318134,50318134
050318135,50318135
050318136,50318136
050318137,50318137
050318138,50318138
050318139,50318139
050318140,50318140
050318141,50318141
050318142,50318142
050318143,50318143
050318144,50318144
050318145,50318145
050318146,50318146
050318147,50318147
050318148,50318148
050318149,50318149
050318150,50318150
050318151,50318151
050318152,50318152
050318153,50318153
050318154,50318154
050318155,50318155
050318156,50318156
050318157,50318157
050318158,50318158
050318159,50318159
050318160,50318160
050318161,50318161
050318162,50318162
050318163,50318163
050318164,50318164
050318165,50318165
050318166,50318166
050318167,50318167
050318168,50318168
050318169,50318169
050318170,50318170
050318171,50318171
050318172,50318172
050318173,50318173
050318174,50318174
050318175,50318175
050318176,50318176
050318177,50318177
050318178,50318178
050318179,50318179
050318180,50318180
050318181,50318181
050318182,50318182
050318183,50318183
050318184,50318184
050318185,50318185
050318186,50318186
050318186,42222824
050318187,50318187
050318188,50318188
050318189,50318189
050318190,50318190
050318191,50318191
050318192,50318192
050318193,50318193
050318194,50318194
050318195,50318195
050318196,50318196
050318197,50318197
050318198,50318198
050318199,50318199
050318200,50318200
050318201,50318201
050318202,50318202
050318203,50318203
050318204,50318204
050318205,50318205
050318206,50318206
050318207,50318207
050318208,50318208
050318209,50318209
050318210,50318210
050318211,50318211
050318212,50318212
050318213,50318213
050318214,50318214
050318215,50318215
050318216,50318216
050318218,50318218
050318219,50318219
050318220,50318220
050318221,50318221
050318222,50318222
050318223,50318223
050318224,50318224
050318225,50318225
050318226,50318226
050318227,42300888
050318227,50318227
050318228,50318228
050318229,50318229
050318230,50318230
050318231,50318231
050318232,50318232
050318233,50318233
050318234,50318234
050318235,50318235
050318236,50318236
050318237,50318237
050318238,50318238
050318239,50318239
050318240,50318240
050318241,50318241
050318242,50318242
050318243,50318243
050318244,50318244
050318245,50318245
050318246,50318246
050318247,50318247
050318248,50318248
050318249,50318249
050318250,50318250
050318252,50318252
050318253,50318253
050318253,41412738
050318254,50318254
050318255,50318255
050318256,50318256
050318257,50318257
050318258,50318258
050318259,50318259
050318260,50318260
050318261,50318261
050318262,50318262
050318263,50318263
050318264,50318264
050318265,50318265
050318267,40053088
050318267,50318267
050318269,50318269
050318270,50318270
050318271,50318271
050318272,50318272
050318273,50318273
050318274,50318274
050318275,50318275
050318276,50318276
050318277,50318277
050318278,50318278
050318279,50318279
050318279,42120032
050318280,50318280
050318281,50318281
050318282,50318282
050318283,50318283
050318284,50318284
050318285,50318285
050318286,50318286
050318287,50318287
050318288,50318288
050318289,50318289
050318290,50318290
050318291,50318291
050318292,50318292
050318293,50318293
050318294,50318294
050318296,50318296
050318297,50318297
050318298,50318298
050318299,50318299
050318300,50318300
050318301,50318301
050318302,50318302
050318303,50318303
050318304,50318304
050318305,50318305
050318306,50318306
050318307,50318307
050318308,50318308
050318309,50318309
050318310,50318310
050318311,50318311
050318312,50318312
050318313,50318313
050318314,50318314
050318315,50318315
050318316,50318316
050318317,40821465
050318317,50318317
050318318,50318318
050318319,50318319
050318320,50318320
050318322,50318322
050318323,50318323
050318324,50318324
050318325,50318325
050318326,50318326
050318327,50318327
050318328,50318328
050318329,50318329
050318330,50318330
050318331,50318331
050318333,50318333
050318335,50318335
050318336,50318336
050318337,50318337
050318338,50318338
050318339,50318339
050318340,50318340
050318341,50318341
050318342,50318342
050318343,40984846
050318343,50318343
050318344,50318344
050318345,50318345
050318346,50318346
050318347,50318347
050318348,50318348
050318349,50318349
050318350,50318350
050318352,50318352
050318353,50318353
050318354,50318354
050318355,50318355
050318356,50318356
050318357,50318357
050318358,50318358
050318359,50318359
050318360,50318360
050318361,50318361
050318362,50318362
050318363,50318363
050318364,50318364
050318365,50318365
050318366,50318366
050318367,40645140
050318367,50318367
050318368,50318368
050318369,50318369
050318370,50318370
050318371,50318371
050318372,50318372
050318374,50318374
050318375,50318375
050318376,50318376
050318377,50318377
050318378,50318378
050318379,50318379
050318380,50318380
050318381,50318381
050318382,50318382
050318383,50318383
050318384,50318384
050318385,50318385
050318386,50318386
050318387,50318387
050318388,50318388
050318389,50318389
050318390,50318390
050318391,50318391
050318392,50318392
050318393,50318393
050318394,50318394
050318395,50318395
050318396,50318396
050318397,50318397
050318398,50318398
050318399,50318399
050318400,50318400
050318401,50318401
050318402,50318402
050318403,50318403
050318404,50318404
050318405,50318405
050318406,50318406
050318407,50318407
050318408,50318408
050318409,50318409
050318410,50318410
050318410,50266481
050318411,50318411
050318411,41061780
050318412,50318412
050318413,50318413
050318414,50318414
050318415,50318415
050318416,50318416
050318417,50318417
050318418,50318418
050318419,50318419
050318420,50318420
050318421,50318421
050318422,50318422
050318423,50318423
050318424,50318424
050318425,50318425
050318426,50318426
050318427,50318427
050318428,50318428
050318429,50318429
050318430,50318430
050318431,50318431
050318432,50318432
050318433,50318433
050318434,50318434
050318435,50318435
050318436,50318436
050318437,50318437
050318438,50318438
050318439,50318439
050318440,50318440
050318441,50318441
050318442,50318442
050318443,50318443
050318444,50318444
050318444,50279816
050318445,50318445
050318446,50318446
050318447,40507426
050318447,50318447
050318448,50318448
050318449,50318449
050318450,50318450
050318451,41014623
050318451,50318451
050318452,50318452
050318453,50318453
050318454,50318454
050318455,50318455
050318456,50318456
050318457,50318457
050318458,50318458
050318459,50318459
050318460,50318460
050318462,50318462
050318463,50318463
050318464,50318464
050318465,50318465
050318467,50318467
050318468,50318468
050318469,50318469
050318470,50318470
050318471,50318471
050318472,50318472
050318473,50318473
050318474,50318474
050318477,50318477
050318478,50318478
050318479,50318479
050318480,50318480
050318481,50318481
050318482,50318482
10000329,50752886
10000584,42463828
10001302,50573152
10001947,50395581
10003189,42130613
10003316,41414094
10003430,50110262
10003826,40679565
10004153,60415
10004395,42438218
10004395,10004395
10004407,10143584
10004625,40761246
10021,42395732
10116955,40411159
10116955,50313939
10116958,42112371
10118146,50340400
10119091,40840079
10119793,41579559
10120199,50139406
10121212,54738
10121792,40896287
10122204,50588147
10124580,50571276
10125166,50405374
10128249,41966268
10129796,74920
10130446,10130446
10130446,42433824
10135375,50259530
10136372,50374243
10136726,50507305
10140859,50740855
10142223,42480668
10144358,50546093
10144686,41557403
10145401,41006787
10146210,10116958
10146210,42112371
10146268,9018
10148425,50621799
10148425,50621814
10149040,50166340
10150445,40189424
10151496,50448209
10152927,50174105
10153696,50243775
10153696,10153696
10153752,50155708
10153801,50012688
10154943,50067936
10155786,50126815
10156476,50598290
10156969,50140720
10157649,50392541
10158940,42114915
10159091,50567951
10159146,50308644
10159146,10159146
10159180,40213191
10159783,40530252
10160373,83827
10162609,50162468
10163305,40763441
10163869,41668900
10165091,50068390
10167136,41528665
10167747,50505973
10167773,40665418
10168159,40223012
10168470,50361700
10168482,50387432
10169322,15858
10170300,50183917
10171410,40172389
10510012,50590806
10670130,41158020
10670301,40898210
10672432,50345005
10672432,10672432
10673735,40746177
10674313,88390
10675410,5262
10677116,42485240
11691,40330668
1180,50773089
12096,50123845
12244,50682109
13028,49132
13238,50650875
13855,42403881
15131,50234436
15386,50031629
15910,50685538
16243,40653380
16392,50719467
1644,42454102
16548,50108871
17148,50652845
17915,41940774
17953,50550465
20000272,41261361
20000462,10140284
20000560,64031
20268,50156938
20487,50109561
20793,42444142
20961,50593485
2137,40561019
23297,50092282
23701,50122536
24522,50318770
2463,42393318
24692,50155848
24784,40050314
25013,50539190
25451,50060199
25785,50632445
26106,50544512
26144,50518213
26336,50770034
26823,50556865
27190,50153732
27274,50726297
27472,10152267
27497,50350940
