catalogcode,name,description,start_date,stop_date,apply_special_shipping,special_shipping_price,currency,allow_coupons
31462,Twitter - Content - 2140,Twitter - Content - 2140,01/22/2013,01/22/2014,0,0,USD,1
31463,Twitter - Content - 6610,Twitter - Content - 6610,01/22/2013,01/22/2014,0,0,USD,1
31464,Twitter - Content - 9382,Twitter - Content - 9382,01/22/2013,01/22/2014,0,0,USD,1
31465,Twitter - Content - 9313,Twitter - Content - 9313,01/22/2013,01/22/2014,0,0,USD,1
31466,Twitter - Content - 3120,Twitter - Content - 3120,01/22/2013,01/22/2014,0,0,USD,1
31467,Twitter - Content - 9438,Twitter - Content - 9438,01/22/2013,01/22/2014,0,0,USD,1
31468,Twitter - Content - 1942,Twitter - Content - 1942,01/22/2013,01/22/2014,0,0,USD,1
31469,Twitter - Content - 5642,Twitter - Content - 5642,01/22/2013,01/22/2014,0,0,USD,1
31470,Twitter - Content - 9292,Twitter - Content - 9292,01/22/2013,01/22/2014,0,0,USD,1
31471,Display - Empower BUFFET,Display - Empower BUFFET,12/29/2012,12/31/2013,1,5,USD,0
31473,Display - Empower BUFFET 8-Course,Display - Empower BUFFET 8-Course,04/30/2012,12/31/2013,1,5,USD,0
31474,Display - CNN Buffet Q1 2013,Display - CNN Buffet Q1 2013,04/30/2012,12/31/2013,1,5,USD,0
31477,Elite.G.NB CT 1190 Trails of Evidence,Elite.G.NB CT 1190 Trails of Evidence,01/01/2013,12/31/2052,0,0,USD,1
31478,Elite.G.CT 1190 Trails of Evidence,Elite.G.CT 1190 Trails of Evidence,01/01/2013,12/31/2052,0,0,USD,1
31479,Elite.G.NB CT 5630 Money and Banking,Elite.G.NB CT 5630 Money and Banking,01/01/2013,12/31/2052,0,0,USD,1
31480,Elite.G.CT 5630 Money and Banking,Elite.G.CT 5630 Money and Banking,01/01/2013,12/31/2052,0,0,USD,1
31487,G.PLA - Product Feed,G.PLA - Product Feed,01/22/2013,12/31/2099,0,0,USD,1
31490,Cart Abandon Emails US Prospect Site,Cart Abandon Emails US Prospect Site,10/18/2012,12/31/2013,0,0,USD,1
31491,Cart Abandon Emails US Prospect Site CALL CENTER,Cart Abandon Emails US Prospect Site CALL CENTER,10/18/2012,12/31/2013,0,0,USD,1
31513,Adroll- Display Retargeting 4-Course BUFFET,Adroll- Display Retargeting 4-Course BUFFET,04/30/2012,12/31/2013,1,5,USD,0
31514,Adroll- Display Retargeting 8-Course BUFFET,Adroll- Display Retargeting 8-Course BUFFET,04/30/2012,12/31/2013,1,5,USD,0
31547,G.NB CT 1257 Mysteries of Modern Physics,G.NB CT 1257 Mysteries of Modern Physics,11/14/2012,12/31/2052,0,0,USD,1
31548,G.CT 1257 Mysteries of Modern Physics,G.CT 1257 Mysteries of Modern Physics,11/14/2012,12/31/2052,0,0,USD,1
31549,G.NB CT 9422 Masters of War,G.NB CT 9422 Masters of War,11/14/2012,12/31/2052,0,0,USD,1
31550,G.CT 9422 Masters of War,G.CT 9422 Masters of War,11/14/2012,12/31/2052,0,0,USD,1
31551,Facebook - Black History Lecture 13,Facebook - Black History Lecture 13,02/04/2013,12/31/2013,0,0,USD,1
31580,Facebook - Commuter Report 13,Facebook - Commuter Report 13,02/07/2013,12/31/2013,0,0,USD,1
31581,Twitter - Commuter Report 13,Twitter - Commuter Report 13,02/07/2013,12/31/2013,0,0,USD,1
31586,CJ Affiliate - Default,CJ Affiliate - Default,09/06/2012,12/31/2099,0,0,USD,1
31600,Affiliate - Google February Offer,Affiliate - Google February Offer,09/06/2012,12/31/2099,0,0,USD,1
31602,2013 Q4 US Call Center Download Upsell,2013 Q4 US Call Center Download Upsell,10/01/2013,12/31/2013,0,0,USD,1
31639,Elite.G.CT 1965 Scientific Secrets for a Powerful ,Elite.G.CT 1965 Scientific Secrets for a Powerful Memory,01/01/2013,12/31/2052,0,0,USD,1
31640,Elite.G.NB CT 1965 Scientific Secrets for a Powerf,Elite.G.NB CT 1965 Scientific Secrets for a Powerful Memory,01/01/2013,12/31/2052,0,0,USD,1
31641,Elite.G.CT 5133 Hidden Factor,Elite.G.CT 5133 Hidden Factor,01/01/2013,12/31/2052,0,0,USD,1
31642,Elite.G.NB CT 5133 Hidden Factor,Elite.G.NB CT 5133 Hidden Factor,01/01/2013,12/31/2052,0,0,USD,1
31643,CJ Affiliate Program - President's Day 2013,CJ Affiliate Program - President's Day 2013,09/06/2012,12/31/2099,0,0,USD,1
31644,Google Affiliate Program - President's Day 2013,Google Affiliate Program - President's Day 2013,09/06/2012,12/31/2099,0,0,USD,1
31650,AdRoll - Display Retargeting President's Day 2013,AdRoll - Display Retargeting President's Day 2013,12/18/2012,12/31/2099,0,0,USD,1
31651,Mediaforge - Display Retargeting President's Day 2,Mediaforge - Display Retargeting President's Day 2013,12/18/2012,12/31/2099,0,0,USD,1
31652,Facebook - Presidents Day13,Facebook - Presidents Day13,02/15/2013,12/31/2013,0,0,USD,1
31661,FB.Social - President's Day 2013,FB.Social - President's Day 2013,11/14/2012,12/31/2013,0,0,USD,1
31671,Elite.B.B Great Courses,Elite.B.B Great Courses,02/18/2013,12/31/2099,0,0,USD,1
31672,Elite.B.B Teaching Company,Elite.B.B Teaching Company,02/18/2013,12/31/2099,0,0,USD,1
31673,Elite.B.B Great Courses Topic,Elite.B.B Great Courses Topic,02/18/2013,12/31/2099,0,0,USD,1
31674,Elite.B.B Teaching Company Topic,Elite.B.B Teaching Company Topic,02/18/2013,12/31/2099,0,0,USD,1
31675,Elite.B.NB CT Fundamentals Of Photography,Elite.B.NB CT Fundamentals Of Photography,02/18/2013,12/31/2099,0,0,USD,1
31676,Elite.B.CT 7901 Fundamentals Of Photography,Elite.B.CT 7901 Fundamentals Of Photography,02/18/2013,12/31/2099,0,0,USD,1
31677,Elite.B.CT 1431 Mathematical Argument,Elite.B.CT 1431 Mathematical Argument,02/18/2013,12/31/2099,0,0,USD,1
31678,Elite.B.NB CT 1682 The Spiritual Brain,Elite.B.NB CT 1682 The Spiritual Brain,02/18/2013,12/31/2099,0,0,USD,1
31679,Elite.B.CT 1682 The Spiritual Brain,Elite.B.CT 1682 The Spiritual Brain,02/18/2013,12/31/2099,0,0,USD,1
31680,Elite.B.CT 9231 Rediscovering The Lost Art Of Cook,Elite.B.CT 9231 Rediscovering The Lost Art Of Cooking,02/18/2013,12/31/2099,0,0,USD,1
31681,Elite.B.CT 9253 Baking Pastries and Desserts,Elite.B.CT 9253 Baking Pastries and Desserts,02/18/2013,12/31/2099,0,0,USD,1
31682,Elite.B.CT 1324 Introduction to Nanotechnology,Elite.B.CT 1324 Introduction to Nanotechnology,02/18/2013,12/31/2099,0,0,USD,1
31683,Elite.B.CT 1884 Experiencing Hubble,Elite.B.CT 1884 Experiencing Hubble,02/18/2013,12/31/2099,0,0,USD,1
31684,Elite.B.CT 1153 Understanding the World's Greatest,Elite.B.CT 1153 Understanding the World's Greatest Structure,02/18/2013,12/31/2099,0,0,USD,1
31685,Elite.B.CT 1240 Quantum Mechanics: The Physics of ,Elite.B.CT 1240 Quantum Mechanics: The Physics of the Micros,02/18/2013,12/31/2099,0,0,USD,1
31686,Elite.B.CT 1406 Secrets Of Mental Math,Elite.B.CT 1406 Secrets Of Mental Math,02/18/2013,12/31/2099,0,0,USD,1
31687,Elite.B.CT 1626 Understanding The Mysteries Of Hum,Elite.B.CT 1626 Understanding The Mysteries Of Human Behavio,02/18/2013,12/31/2099,0,0,USD,1
31688,Elite.B.CT 1651 Optimizing Brain Fitness,Elite.B.CT 1651 Optimizing Brain Fitness,02/18/2013,12/31/2099,0,0,USD,1
31689,Elite.B.CT 2031 Art of Public Speaking,Elite.B.CT 2031 Art of Public Speaking,02/18/2013,12/31/2099,0,0,USD,1
31690,Elite.B.CT 2154 Writing Creative Nonfiction,Elite.B.CT 2154 Writing Creative Nonfiction,02/18/2013,12/31/2099,0,0,USD,1
31691,Elite.B.NB CT 4320 Meaning Of Life,Elite.B.NB CT 4320 Meaning Of Life,02/18/2013,12/31/2099,0,0,USD,1
31692,Elite.B.CT 4320 Meaning Of Life,Elite.B.CT 4320 Meaning Of Life,02/18/2013,12/31/2099,0,0,USD,1
31693,Elite.B.CT 153 Einstein's Relativity and the Quant,Elite.B.CT 153 Einstein's Relativity and the Quantum Revolut,02/18/2013,12/31/2099,0,0,USD,1
31694,Elite.B.CT 1391 Understanding the Science for Tomo,Elite.B.CT 1391 Understanding the Science for Tomorrow,02/18/2013,12/31/2099,0,0,USD,1
31695,Elite.B.CT 8280 Medieval World,Elite.B.CT 8280 Medieval World,02/18/2013,12/31/2099,0,0,USD,1
31696,Elite.B.NB CT 1324 Introduction to Nanotechnology,Elite.B.NB CT 1324 Introduction to Nanotechnology,02/18/2013,12/31/2099,0,0,USD,1
31697,Elite.B.NB CT 1240 Quantum Mechanics: The Physics ,Elite.B.NB CT 1240 Quantum Mechanics: The Physics of the Mic,02/18/2013,12/31/2099,0,0,USD,1
31698,Elite.B.NB CT 1406 Secrets Of Mental Math,Elite.B.NB CT 1406 Secrets Of Mental Math,02/18/2013,12/31/2099,0,0,USD,1
31699,Elite.B.NB CT 1626 Understanding The Mysteries Of ,Elite.B.NB CT 1626 Understanding The Mysteries Of Human Beha,02/18/2013,12/31/2099,0,0,USD,1
31700,Elite.B.NB CT 1651 Optimizing Brain Fitness,Elite.B.NB CT 1651 Optimizing Brain Fitness,02/18/2013,12/31/2099,0,0,USD,1
31701,Elite.B.NB CT 2031 Art of Public Speaking,Elite.B.NB CT 2031 Art of Public Speaking,02/18/2013,12/31/2099,0,0,USD,1
31702,Elite.B.NB CT 2154 Writing Creative Nonfiction,Elite.B.NB CT 2154 Writing Creative Nonfiction,02/18/2013,12/31/2099,0,0,USD,1
31703,Elite.B.NB CT 153 Einstein's Relativity and the Qu,Elite.B.NB CT 153 Einstein's Relativity and the Quantum Revo,02/18/2013,12/31/2099,0,0,USD,1
31704,Elite.B.NB CT 8280 Medieval World,Elite.B.NB CT 8280 Medieval World,02/18/2013,12/31/2099,0,0,USD,1
31705,Elite.B.NB CT 687 Buddhism,Elite.B.NB CT 687 Buddhism,02/18/2013,12/31/2099,0,0,USD,1
31706,Elite.B.NB CT Joy of Mathematics,Elite.B.NB CT Joy of Mathematics,02/18/2013,12/31/2099,0,0,USD,1
31707,Elite.B.NB CT Understanding the Science for Tomorr,Elite.B.NB CT Understanding the Science for Tomorrow,02/18/2013,12/31/2099,0,0,USD,1
31708,Elite.B.CT Joy of Mathematics,Elite.B.CT Joy of Mathematics,02/18/2013,12/31/2099,0,0,USD,1
31709,Elite.B.CT Buddhism,Elite.B.CT Buddhism,02/18/2013,12/31/2099,0,0,USD,1
31710,Elite.B.CT 2133 Analysis and Critique: How to Enga,Elite.B.CT 2133 Analysis and Critique: How to Engage and Wri,02/18/2013,12/31/2099,0,0,USD,1
31711,Elite.B.CT 2368 Building Great Sentences: Explorin,Elite.B.CT 2368 Building Great Sentences: Exploring the Writ,02/18/2013,12/31/2099,0,0,USD,1
31712,Elite.B.CT 9331 Effective Communication Skills,Elite.B.CT 9331 Effective Communication Skills,02/18/2013,12/31/2099,0,0,USD,1
31713,Elite.B.CT 1050 How To Become A Superstar Student,Elite.B.CT 1050 How To Become A Superstar Student,02/18/2013,12/31/2099,0,0,USD,1
31714,Elite.B.CT 7175 Museum Masterpieces: The Louvre,Elite.B.CT 7175 Museum Masterpieces: The Louvre,02/18/2013,12/31/2099,0,0,USD,1
31715,Elite.B.CT 1950 Nutrition Made Clear,Elite.B.CT 1950 Nutrition Made Clear,02/18/2013,12/31/2099,0,0,USD,1
31716,Elite.B.CT 1846 Our Night Sky,Elite.B.CT 1846 Our Night Sky,02/18/2013,12/31/2099,0,0,USD,1
31717,Elite.B.CT 1933 Practicing Mindfulness: An Introdu,Elite.B.CT 1933 Practicing Mindfulness: An Introduction to M,02/18/2013,12/31/2099,0,0,USD,1
31718,Elite.B.CT 656 The New Testament,Elite.B.CT 656 The New Testament,02/18/2013,12/31/2099,0,0,USD,1
31719,Elite.B.CT 653 The Old Testament,Elite.B.CT 653 The Old Testament,02/18/2013,12/31/2099,0,0,USD,1
31720,Elite.B.NB CT 2133 Analysis and Critique: How to E,Elite.B.NB CT 2133 Analysis and Critique: How to Engage and,02/18/2013,12/31/2099,0,0,USD,1
31721,Elite.B.NB CT 2368 Building Great Sentences: Explo,Elite.B.NB CT 2368 Building Great Sentences: Exploring the W,02/18/2013,12/31/2099,0,0,USD,1
31722,Elite.B.NB CT 9331 Effective Communication Skills,Elite.B.NB CT 9331 Effective Communication Skills,02/18/2013,12/31/2099,0,0,USD,1
31723,Elite.B.NB CT 1050 How To Become A Superstar Stude,Elite.B.NB CT 1050 How To Become A Superstar Student,02/18/2013,12/31/2099,0,0,USD,1
31724,Elite.B.NB CT 7175 Museum Masterpieces: The Louvre,Elite.B.NB CT 7175 Museum Masterpieces: The Louvre,02/18/2013,12/31/2099,0,0,USD,1
31725,Elite.B.NB CT 1950 Nutrition Made Clear,Elite.B.NB CT 1950 Nutrition Made Clear,02/18/2013,12/31/2099,0,0,USD,1
31726,Elite.B.NB CT 1846 Our Night Sky,Elite.B.NB CT 1846 Our Night Sky,02/18/2013,12/31/2099,0,0,USD,1
31727,Elite.B.NB CT 1933 Practicing Mindfulness: An Intr,Elite.B.NB CT 1933 Practicing Mindfulness: An Introduction t,02/18/2013,12/31/2099,0,0,USD,1
31728,Elite.B.NB CT 656 The New Testament,Elite.B.NB CT 656 The New Testament,02/18/2013,12/31/2099,0,0,USD,1
31729,Elite.B.NB CT 653 The Old Testament,Elite.B.NB CT 653 The Old Testament,02/18/2013,12/31/2099,0,0,USD,1
31730,Elite.B.CT Life and Writings of C.S. Lewis,Elite.B.CT Life and Writings of C.S. Lewis,02/18/2013,12/31/2099,0,0,USD,1
31731,Elite.B.NB CT History of Hitler's Empire,Elite.B.NB CT History of Hitler's Empire,02/18/2013,12/31/2099,0,0,USD,1
31732,Elite.B.CT History of Hitler's Empire,Elite.B.CT History of Hitler's Empire,02/18/2013,12/31/2099,0,0,USD,1
31733,Elite.B.NB CT Understanding the Fundamentals of Mu,Elite.B.NB CT Understanding the Fundamentals of Music,02/18/2013,12/31/2099,0,0,USD,1
31734,Elite.B.CT Understanding the Fundamentals of Music,Elite.B.CT Understanding the Fundamentals of Music,02/18/2013,12/31/2099,0,0,USD,1
31735,Elite.B.NB CT Listen to and Understand Great Music,Elite.B.NB CT Listen to and Understand Great Music,02/18/2013,12/31/2099,0,0,USD,1
31736,Elite.B.CT Listen to and Understand Great Music,Elite.B.CT Listen to and Understand Great Music,02/18/2013,12/31/2099,0,0,USD,1
31737,Elite.B.NB CT Argumentation,Elite.B.NB CT Argumentation,02/18/2013,12/31/2099,0,0,USD,1
31738,Elite.B.CT Argumentation,Elite.B.CT Argumentation,02/18/2013,12/31/2099,0,0,USD,1
31739,Elite.B.NB CT Probability Made Clear,Elite.B.NB CT Probability Made Clear,02/18/2013,12/31/2099,0,0,USD,1
31740,Elite.B.CT Probability Made Clear,Elite.B.CT Probability Made Clear,02/18/2013,12/31/2099,0,0,USD,1
31741,Elite.B.NB CT Stress and Your Body,Elite.B.NB CT Stress and Your Body,02/18/2013,12/31/2099,0,0,USD,1
31742,Elite.B.CT Stress and Your Body,Elite.B.CT Stress and Your Body,02/18/2013,12/31/2099,0,0,USD,1
31743,Elite.B.NB CT Understanding The Human Body,Elite.B.NB CT Understanding The Human Body,02/18/2013,12/31/2099,0,0,USD,1
31744,Elite.B.CT Understanding The Human Body,Elite.B.CT Understanding The Human Body,02/18/2013,12/31/2099,0,0,USD,1
31745,Elite.B.NB CT Understanding the Brain,Elite.B.NB CT Understanding the Brain,02/18/2013,12/31/2099,0,0,USD,1
31746,Elite.B.CT Understanding the Brain,Elite.B.CT Understanding the Brain,02/18/2013,12/31/2099,0,0,USD,1
31747,Elite.B.NB CT Elements of Jazz,Elite.B.NB CT Elements of Jazz,02/18/2013,12/31/2099,0,0,USD,1
31748,Elite.B.CT Elements of Jazz,Elite.B.CT Elements of Jazz,02/18/2013,12/31/2099,0,0,USD,1
31749,Elite.B.NB CT Augustine: Philosopher and Saint,Elite.B.NB CT Augustine: Philosopher and Saint,02/18/2013,12/31/2099,0,0,USD,1
31750,Elite.B.CT Augustine: Philosopher and Saint,Elite.B.CT Augustine: Philosopher and Saint,02/18/2013,12/31/2099,0,0,USD,1
31751,Elite.B.NB CT Events That Changed History,Elite.B.NB CT Events That Changed History,02/18/2013,12/31/2099,0,0,USD,1
31752,Elite.B.CT Events That Changed History,Elite.B.CT Events That Changed History,02/18/2013,12/31/2099,0,0,USD,1
31753,Elite.B.NB CT The Great Tours,Elite.B.NB CT The Great Tours,02/18/2013,12/31/2099,0,0,USD,1
31754,Elite.B.CT The Great Tours,Elite.B.CT The Great Tours,02/18/2013,12/31/2099,0,0,USD,1
31755,Elite.B.NB CT Art of Conflict Management,Elite.B.NB CT Art of Conflict Management,02/18/2013,12/31/2099,0,0,USD,1
31756,Elite.B.CT Art of Conflict Management,Elite.B.CT Art of Conflict Management,02/18/2013,12/31/2099,0,0,USD,1
31757,Elite.B.NB CT Lost Christianities,Elite.B.NB CT Lost Christianities,02/18/2013,12/31/2099,0,0,USD,1
31758,Elite.B.CT Lost Christianities,Elite.B.CT Lost Christianities,02/18/2013,12/31/2099,0,0,USD,1
31759,Elite.B.NB CT Lifelong Health,Elite.B.NB CT Lifelong Health,02/18/2013,12/31/2099,0,0,USD,1
31760,Elite.B.CT Lifelong Health,Elite.B.CT Lifelong Health,02/18/2013,12/31/2099,0,0,USD,1
31761,Elite.B.CT A History of European Art,Elite.B.CT A History of European Art,02/18/2013,12/31/2099,0,0,USD,1
31762,Elite.B.NB CT Art of Teaching,Elite.B.NB CT Art of Teaching,02/18/2013,12/31/2099,0,0,USD,1
31763,Elite.B.CT Art of Teaching,Elite.B.CT Art of Teaching,02/18/2013,12/31/2099,0,0,USD,1
31764,Elite.B.NB CT The Foundations of Western Civilizat,Elite.B.NB CT The Foundations of Western Civilization,02/18/2013,12/31/2099,0,0,USD,1
31765,Elite.B.CT The Foundations of Western Civilization,Elite.B.CT The Foundations of Western Civilization,02/18/2013,12/31/2099,0,0,USD,1
31766,Elite.B.NB CT The American Civil War,Elite.B.NB CT The American Civil War,02/18/2013,12/31/2099,0,0,USD,1
31767,Elite.B.CT The American Civil War,Elite.B.CT The American Civil War,02/18/2013,12/31/2099,0,0,USD,1
31768,Elite.B.NB CT Great World Religions,Elite.B.NB CT Great World Religions,02/18/2013,12/31/2099,0,0,USD,1
31769,Elite.B.CT Great World Religions,Elite.B.CT Great World Religions,02/18/2013,12/31/2099,0,0,USD,1
31770,Elite.B.NB CT Understanding Investments,Elite.B.NB CT Understanding Investments,02/18/2013,12/31/2099,0,0,USD,1
31771,Elite.B.CT Understanding Investments,Elite.B.CT Understanding Investments,02/18/2013,12/31/2099,0,0,USD,1
31772,Elite.B.NB CT Meaning from Data: Statistics Made C,Elite.B.NB CT Meaning from Data: Statistics Made Clear,02/18/2013,12/31/2099,0,0,USD,1
31773,Elite.B.CT Meaning from Data: Statistics Made Clea,Elite.B.CT Meaning from Data: Statistics Made Clear,02/18/2013,12/31/2099,0,0,USD,1
31774,Elite.B.NB CT The Nature of Earth: An Introduction,Elite.B.NB CT The Nature of Earth: An Introduction to Ge,02/18/2013,12/31/2099,0,0,USD,1
31775,Elite.B.CT The Nature of Earth: An Introduction to,Elite.B.CT The Nature of Earth: An Introduction to Geolo,02/18/2013,12/31/2099,0,0,USD,1
31776,Elite.B.NB CT The Great Ideas of Philosophy,Elite.B.NB CT The Great Ideas of Philosophy,02/18/2013,12/31/2099,0,0,USD,1
31777,Elite.B.NB CT Understanding the Universe,Elite.B.NB CT Understanding the Universe,02/18/2013,12/31/2099,0,0,USD,1
31778,Elite.B.CT Understanding the Universe,Elite.B.CT Understanding the Universe,02/18/2013,12/31/2099,0,0,USD,1
31779,Elite.B.NB CT Memory and the Human Lifespan,Elite.B.NB CT Memory and the Human Lifespan,02/18/2013,12/31/2099,0,0,USD,1
31780,Elite.B.CT Memory and the Human Lifespan,Elite.B.CT Memory and the Human Lifespan,02/18/2013,12/31/2099,0,0,USD,1
31781,Elite.B.NB CT The History of the United States,Elite.B.NB CT The History of the United States,02/18/2013,12/31/2099,0,0,USD,1
31782,Elite.B.CT The History of the United States,Elite.B.CT The History of the United States,02/18/2013,12/31/2099,0,0,USD,1
31783,Elite.B.NB CT The Art of Reading,Elite.B.NB CT The Art of Reading,02/18/2013,12/31/2099,0,0,USD,1
31784,Elite.B.CT The Art of Reading,Elite.B.CT The Art of Reading,02/18/2013,12/31/2099,0,0,USD,1
31785,Elite.B.CT From Monet to Van Gogh: A History of Im,Elite.B.CT From Monet to Van Gogh: A History of Impressi,02/18/2013,12/31/2099,0,0,USD,1
31786,Elite.B.NB CT The Dead Sea Scrolls,Elite.B.NB CT The Dead Sea Scrolls,02/18/2013,12/31/2099,0,0,USD,1
31787,Elite.B.CT The Dead Sea Scrolls,Elite.B.CT The Dead Sea Scrolls,02/18/2013,12/31/2099,0,0,USD,1
31788,Elite.B.CT Game Theory in Life,Elite.B.CT Game Theory in Life,02/18/2013,12/31/2099,0,0,USD,1
31789,Elite.B.CT The 30 Greatest Orchestral Works,Elite.B.CT The 30 Greatest Orchestral Works,02/18/2013,12/31/2099,0,0,USD,1
31790,Elite.B.NB CT Physics and Our Universe: How It All,Elite.B.NB CT Physics and Our Universe: How It All Works,02/18/2013,12/31/2099,0,0,USD,1
31791,Elite.B.CT Physics and Our Universe: How It All Wo,Elite.B.CT Physics and Our Universe: How It All Works,02/18/2013,12/31/2099,0,0,USD,1
31792,Elite.B.CT Skywatching: Seeing and Understanding C,Elite.B.CT Skywatching: Seeing and Understanding Cosmic,02/18/2013,12/31/2099,0,0,USD,1
31793,Elite.B.NB CT Existentialism and the Meaning of Li,Elite.B.NB CT Existentialism and the Meaning of Life,02/18/2013,12/31/2099,0,0,USD,1
31794,Elite.B.CT Existentialism and the Meaning of Life,Elite.B.CT Existentialism and the Meaning of Life,02/18/2013,12/31/2099,0,0,USD,1
31795,Elite.B.NB CT Oceanography: Exploring Earth's Fina,Elite.B.NB CT Oceanography: Exploring Earth's Final Wild,02/18/2013,12/31/2099,0,0,USD,1
31796,Elite.B.CT Oceanography: Exploring Earth's Final W,Elite.B.CT Oceanography: Exploring Earth's Final Wildern,02/18/2013,12/31/2099,0,0,USD,1
31797,Elite.B.CT Origins of Great Ancient Civilizations,Elite.B.CT Origins of Great Ancient Civilizations,02/18/2013,12/31/2099,0,0,USD,1
31798,Elite.B.NB CT The Story of Human Language,Elite.B.NB CT The Story of Human Language,02/18/2013,12/31/2099,0,0,USD,1
31799,Elite.B.CT The Story of Human Language,Elite.B.CT The Story of Human Language,02/18/2013,12/31/2099,0,0,USD,1
31800,Elite.B.NB CT The History of Ancient Egypt,Elite.B.NB CT The History of Ancient Egypt,02/18/2013,12/31/2099,0,0,USD,1
31801,Elite.B.CT The History of Ancient Egypt,Elite.B.CT The History of Ancient Egypt,02/18/2013,12/31/2099,0,0,USD,1
31802,Elite.B.CT My Favorite Universe,Elite.B.CT My Favorite Universe,02/18/2013,12/31/2099,0,0,USD,1
31803,Elite.B.CT Algebra I,Elite.B.CT Algebra I,02/18/2013,12/31/2099,0,0,USD,1
31804,Elite.B.CT Scientific Guide to Critical Thinking S,Elite.B.CT Scientific Guide to Critical Thinking Skills,02/18/2013,12/31/2099,0,0,USD,1
