catalogcode,name,description,start_date,stop_date,apply_special_shipping,special_shipping_price,currency,allow_coupons
34032,Display - CNN Video #9231 30 Sec.,Display - CNN Video #9231 30 Sec.,06/12/2013,12/31/2099,0,0,USD,1
34035,AdRoll - Display Retargeting PROSPECT,AdRoll - Display Retargeting PROSPECT,11/13/2012,12/31/2052,0,0,USD,1
34036,Display - Empower Q2: [CAROUSEL] History,Display - Empower Q2: [CAROUSEL] History,02/25/2013,12/31/2099,0,0,USD,1
34037,Display - Empower Q2: [CAROUSEL] Science,Display - Empower Q2: [CAROUSEL] Science,02/25/2013,12/31/2099,0,0,USD,1
34038,Display - Empower Q2: [CAROUSEL] Earth Science,Display - Empower Q2: [CAROUSEL] Earth Science,02/25/2013,12/31/2099,0,0,USD,1
34039,Display - Empower Q2: [CAROUSEL] Astronomy,Display - Empower Q2: [CAROUSEL] Astronomy,02/25/2013,12/31/2099,0,0,USD,1
34040,Display - Empower Q2: [CAROUSEL] Fine Arts,Display - Empower Q2: [CAROUSEL] Fine Arts,02/25/2013,12/31/2099,0,0,USD,1
34041,Display - Empower Q2: [CAROUSEL] Professional,Display - Empower Q2: [CAROUSEL] Professional,03/12/2013,12/31/2099,0,0,USD,1
34042,Display - Empower Q2: [BUFFET] Buffet 4 Course Pri,Display - Empower Q2: [BUFFET] Buffet 4 Course Print Replica,02/25/2013,12/31/2099,1,5,USD,0
34043,Display - Empower Q2: [BUFFET] Buffet 8 Course Pri,Display - Empower Q2: [BUFFET] Buffet 8 Course Print Replica,02/25/2013,12/31/2099,1,5,USD,0
34044,Display - Empower Q2: [STAND ALONE] 1884 Experienc,Display - Empower Q2: [STAND ALONE] 1884 Experiencing Hubble,02/25/2013,12/31/2099,0,0,USD,1
34045,Display - Empower Q2: [STAND ALONE] 1426 Games Peo,Display - Empower Q2: [STAND ALONE] 1426 Games People Play,02/25/2013,12/31/2099,0,0,USD,1
34046,Display - Empower Q2: [STAND ALONE] 810 WWII,Display - Empower Q2: [STAND ALONE] 810 WWII,02/25/2013,12/31/2099,0,0,USD,1
34047,Display - Empower Q2: [VIDEO] 1970 Lifelong Health,Display - Empower Q2: [VIDEO] 1970 Lifelong Health,02/25/2013,12/31/2099,0,0,USD,1
34048,Display - Empower Q2: [VIDEO] 9231 The Everyday Go,Display - Empower Q2: [VIDEO] 9231 The Everyday Gourmet,02/25/2013,12/31/2099,0,0,USD,1
34049,Display - Empower Q2: [VIDEO] 9292 The Everyday Go,Display - Empower Q2: [VIDEO] 9292 The Everyday Gourmet: Hea,02/25/2013,12/31/2099,0,0,USD,1
34068,FB Display - [Experian] 7901 Photography,FB Display - [Experian] 7901 Photography,11/13/2012,12/31/2052,0,0,USD,1
34069,FB Display - [Experian] 1406 Mental Math,FB Display - [Experian] 1406 Mental Math,11/13/2012,12/31/2052,0,0,USD,1
34070,FB Display - [Experian] 1816 Inexplicable Universe,FB Display - [Experian] 1816 Inexplicable Universe,11/13/2012,12/31/2052,0,0,USD,1
34071,FB Display - [Experian] 6891 Cultural Literacy Rel,FB Display - [Experian] 6891 Cultural Literacy Religion,11/13/2012,12/31/2052,0,0,USD,1
34072,FB Display - [Experian] Buffet,FB Display - [Experian] Buffet,11/13/2012,12/31/2052,0,0,USD,1
34073,FBX Display RT - [Experian] 7901 Photography,FBX Display RT - [Experian] 7901 Photography,11/13/2012,12/31/2052,0,0,USD,1
34074,FBX Display RT - [Experian] 1406 Mental Math,FBX Display RT - [Experian] 1406 Mental Math,11/13/2012,12/31/2052,0,0,USD,1
34075,FBX Display RT - [Experian] 1816 Inexplicable Univ,FBX Display RT - [Experian] 1816 Inexplicable Universe,11/13/2012,12/31/2052,0,0,USD,1
34076,FBX Display RT - [Experian] 6891 Cultural Literacy,FBX Display RT - [Experian] 6891 Cultural Literacy Religion,11/13/2012,12/31/2052,0,0,USD,1
34077,FBX Display RT - [Experian] Buffet,FBX Display RT - [Experian] Buffet,11/13/2012,12/31/2052,0,0,USD,1
34197,CJ Affiliate Program - MyCoupons.com Placement 201,CJ Affiliate Program - MyCoupons.com Placement 2013,03/25/2013,12/31/2099,0,0,USD,1
34205,Adroll - Display RT July Int. Campaigns,Adroll - Display RT July Int. Campaigns,11/13/2012,12/31/2052,0,0,USD,1
34206,FB.Social - July 2013 Int. Campaigns,FB.Social - July 2013 Int. Campaigns,11/14/2012,12/31/2013,0,0,USD,1
34207,CJ Affiliate Network - July 2013 Int. Campaigns,CJ Affiliate Network - July 2013 Int. Campaigns,03/25/2013,12/31/2099,0,0,USD,1
34208,Facebook - NR - July 13,Facebook - NR - July 13,06/27/2013,12/31/2100,0,0,USD,1
34236,Facebook - Free Lecture App,Facebook - Free Lecture App,07/02/2013,12/31/2100,0,0,USD,1
34582,Facebook - Editorial Posts 07-2013,Facebook - Editorial Posts 07-2013,07/02/2013,12/31/2100,0,0,USD,1
34743,Display - NYTimes #Buffet,Display - NYTimes #Buffet,04/30/2012,12/31/2013,1,5,USD,0
34744,Display - NYTimes #7901 #9231,Display - NYTimes #7901 #9231,06/12/2013,12/31/2099,0,0,USD,1
34818,Display - CNN #7901 #9231,Display - CNN #7901 #9231,06/12/2013,12/31/2099,0,0,USD,1
34819,Display - CNN #Buffet,Display - CNN #Buffet,04/30/2012,12/31/2013,1,5,USD,0
34831,FinDimID - US NCJFY,FinDimID - US NCJFY,03/16/2011,03/16/2020,0,0,USD,1
34834,Display - Experian Q3 [BUFFET] 8 Courses,Display - Experian Q3 [BUFFET] 8 Courses,07/25/2013,12/31/2099,0,0,USD,1
34835,Display - Experian Q3 [BUFFET] 4 Courses,Display - Experian Q3 [BUFFET] 4 Courses,07/25/2013,12/31/2099,0,0,USD,1
34836,Display - Experian Q3 [BUFFET] 8 Courses - OFFER T,Display - Experian Q3 [BUFFET] 8 Courses - OFFER TEST ($19.9,07/25/2013,12/31/2099,0,0,USD,1
34837,Display - Experian Q3 [BUFFET] 4 Courses - OFFER T,Display - Experian Q3 [BUFFET] 4 Courses - OFFER TEST ($19.9,07/25/2013,12/31/2099,0,0,USD,1
34838,Display - Experian Q3 [CAROUSEL] Group LP - Profes,Display - Experian Q3 [CAROUSEL] Group LP - Professional,07/25/2013,12/31/2099,0,0,USD,1
34839,Display - Experian Q3 [CAROUSEL] Group LP - Astron,Display - Experian Q3 [CAROUSEL] Group LP - Astronomy,07/25/2013,12/31/2099,0,0,USD,1
34840,Display - Experian Q3 [CAROUSEL] Group LP - Histor,Display - Experian Q3 [CAROUSEL] Group LP - History,07/25/2013,12/31/2099,0,0,USD,1
34841,Display - Experian Q3 [CAROUSEL] Group LP - Scienc,Display - Experian Q3 [CAROUSEL] Group LP - Science,07/25/2013,12/31/2099,0,0,USD,1
34842,Display - Experian Q3 [CAROUSEL] Group LP - Earth ,Display - Experian Q3 [CAROUSEL] Group LP - Earth Science,07/25/2013,12/31/2099,0,0,USD,1
34843,Display - Experian Q3 [CAROUSEL] Original LP - Fin,Display - Experian Q3 [CAROUSEL] Original LP - Fine Arts,07/25/2013,12/31/2099,0,0,USD,1
34844,Display - Experian Q3 [CAROUSEL] Original LP - Ear,Display - Experian Q3 [CAROUSEL] Original LP - Earth Science,07/25/2013,12/31/2099,0,0,USD,1
34845,Display - Experian Q3 [STATIC] 1884 Experiencing H,Display - Experian Q3 [STATIC] 1884 Experiencing Hubble,07/25/2013,12/31/2099,0,0,USD,1
34846,Display - Experian Q3 [STATIC] 810 World War II: A,Display - Experian Q3 [STATIC] 810 World War II: A Military,07/25/2013,12/31/2099,0,0,USD,1
34847,Display - Experian Q3 [STATIC] 1219 Earth's Changi,Display - Experian Q3 [STATIC] 1219 Earth's Changing Climate,07/25/2013,12/31/2099,0,0,USD,1
34848,Display - Experian Q3 [STATIC] 1426 Games People P,Display - Experian Q3 [STATIC] 1426 Games People Play: Game,07/25/2013,12/31/2099,0,0,USD,1
34849,Display - Experian Q3 [STATIC] 1810 Understanding ,Display - Experian Q3 [STATIC] 1810 Understanding the Univer,07/25/2013,12/31/2099,0,0,USD,1
34850,Display - Experian Q3 [STATIC] 7901 Fundamentals o,Display - Experian Q3 [STATIC] 7901 Fundamentals of Photogra,07/25/2013,12/31/2099,0,0,USD,1
34851,Display - Experian Q3 [STATIC] 9231 The Everyday G,Display - Experian Q3 [STATIC] 9231 The Everyday Gourmet: Re,07/25/2013,12/31/2099,0,0,USD,1
34852,Display - Experian Q3 [STATIC] 1933 Practicing Min,Display - Experian Q3 [STATIC] 1933 Practicing Mindfulness:,07/25/2013,12/31/2099,0,0,USD,1
34853,Display - Experian Q3 [STATIC] 5724 Understanding ,Display - Experian Q3 [STATIC] 5724 Understanding Investment,07/25/2013,12/31/2099,0,0,USD,1
34854,Display - Experian Q3 [STATIC] 2368 Building Great,Display - Experian Q3 [STATIC] 2368 Building Great Sentences,07/25/2013,12/31/2099,0,0,USD,1
34855,Display - Experian Q3 [STATIC] 656 New Testament,Display - Experian Q3 [STATIC] 656 New Testament,07/25/2013,12/31/2099,0,0,USD,1
34856,Display - Experian Q3 [STATIC] 1411 Joy of Mathema,Display - Experian Q3 [STATIC] 1411 Joy of Mathematics,07/25/2013,12/31/2099,0,0,USD,1
34857,Display - Experian Q3 [STATIC] 653 Old Testament,Display - Experian Q3 [STATIC] 653 Old Testament,07/25/2013,12/31/2099,0,0,USD,1
34858,Display - Experian Q3 [STATIC] 1986 The Science of,Display - Experian Q3 [STATIC] 1986 The Science of Natural H,07/25/2013,12/31/2099,0,0,USD,1
34859,Display - Experian Q3 [STATIC] 9331 Effective Comm,Display - Experian Q3 [STATIC] 9331 Effective Communication,07/25/2013,12/31/2099,0,0,USD,1
34860,Display - Experian Q3 [STATIC] 1846 Our Night Sky,Display - Experian Q3 [STATIC] 1846 Our Night Sky,07/25/2013,12/31/2099,0,0,USD,1
34861,Display - Experian Q3 [STATIC] 2133 Analysis and C,Display - Experian Q3 [STATIC] 2133 Analysis and Critique: H,07/25/2013,12/31/2099,0,0,USD,1
34862,Display - Experian Q3 [STATIC] 1950 Nutrition Made,Display - Experian Q3 [STATIC] 1950 Nutrition Made Clear,07/25/2013,12/31/2099,0,0,USD,1
34863,Display - Experian Q3 [STATIC] 9123 The Everyday G,Display - Experian Q3 [STATIC] 9123 The Everyday Guide to Wi,07/25/2013,12/31/2099,0,0,USD,1
34864,Display - Experian Q3 [STATIC] 2154 Writing Creati,Display - Experian Q3 [STATIC] 2154 Writing Creative Nonfict,07/25/2013,12/31/2099,0,0,USD,1
34865,Display - Experian Q3 [STATIC] 1050 How to Become ,Display - Experian Q3 [STATIC] 1050 How to Become a SuperSta,07/25/2013,12/31/2099,0,0,USD,1
34866,Display - Experian Q3 [STATIC] 1960 Physiology and,Display - Experian Q3 [STATIC] 1960 Physiology and Fitness,07/25/2013,12/31/2099,0,0,USD,1
34867,Display - Experian Q3 [STATIC] 9344 Your Deceptive,Display - Experian Q3 [STATIC] 9344 Your Deceptive Mind: A S,07/25/2013,12/31/2099,0,0,USD,1
34868,Display - Experian Q3 [STATIC] 1280 Physics and Ou,Display - Experian Q3 [STATIC] 1280 Physics and Our Universe,07/25/2013,12/31/2099,0,0,USD,1
34869,Display - Experian Q3 [STATIC] 3890 The World Was ,Display - Experian Q3 [STATIC] 3890 The World Was Never the,07/25/2013,12/31/2099,0,0,USD,1
34870,Display - Experian Q3 [STATIC] 8280 Medieval World,Display - Experian Q3 [STATIC] 8280 Medieval World,07/25/2013,12/31/2099,0,0,USD,1
34871,Display - Experian Q3 [STATIC] 7640 How to Look at,Display - Experian Q3 [STATIC] 7640 How to Look at and Under,07/25/2013,12/31/2099,0,0,USD,1
34872,Display - Experian Q3 [VIDEO] 1970 Lifelong Health,Display - Experian Q3 [VIDEO] 1970 Lifelong Health,07/25/2013,12/31/2099,0,0,USD,1
34873,Display - Experian Q3 [VIDEO] 1564 The Human Body:,Display - Experian Q3 [VIDEO] 1564 The Human Body: How We Fa,07/25/2013,12/31/2099,0,0,USD,1
34874,Display - Experian Q3 [VIDEO] 1240 Quantum Mechani,Display - Experian Q3 [VIDEO] 1240 Quantum Mechanics,07/25/2013,12/31/2099,0,0,USD,1
34875,Display - Experian Q3 [VIDEO] 9292 The Everyday Go,Display - Experian Q3 [VIDEO] 9292 The Everyday Gourmet  Hea,07/25/2013,12/31/2099,0,0,USD,1
34876,Display - Experian Q3 [VIDEO] 1190 Trails of Evide,Display - Experian Q3 [VIDEO] 1190 Trails of Evidence: How F,07/25/2013,12/31/2099,0,0,USD,1
34877,Display - Experian Q3 [VIDEO] 9231 The Everyday Go,Display - Experian Q3 [VIDEO] 9231 The Everyday Gourmet  Red,07/25/2013,12/31/2099,0,0,USD,1
34878,Display - Experian Q3 [VIDEO] 1960 Physiology and ,Display - Experian Q3 [VIDEO] 1960 Physiology and Fitness,07/25/2013,12/31/2099,0,0,USD,1
34879,Display - Experian Q3 [VIDEO] 8032 Turning Points ,Display - Experian Q3 [VIDEO] 8032 Turning Points in Modern,07/25/2013,12/31/2099,0,0,USD,1
34880,Display - Experian Q3 [VIDEO] 1626 Understanding t,Display - Experian Q3 [VIDEO] 1626 Understanding the Mysteri,07/25/2013,12/31/2099,0,0,USD,1
34881,Display - Experian Q3 [VIDEO] 1324 Introduction to,Display - Experian Q3 [VIDEO] 1324 Introduction to Nanotechn,07/25/2013,12/31/2099,0,0,USD,1
34882,Display - Experian Q3 [VIDEO] 8580 Turning Points ,Display - Experian Q3 [VIDEO] 8580 Turning Points in America,07/25/2013,12/31/2099,0,0,USD,1
34901,National Geographic Traveler 10/08/2013; 01/20/201,National Geographic Traveler 10/08/2013; 01/20/2014 #1933,10/08/2013,01/20/2014,0,0,USD,1
34954,CPA - Valueclick Q3: 8 Course @$9.95,CPA - Valueclick Q3: 8 Course @$9.95,08/06/2013,08/06/2099,1,5,USD,1
34956,Display - Valueclick Q3 [BUFFET] 4 Course,Display - Valueclick Q3 [BUFFET] 4 Course,08/06/2013,08/06/2099,1,5,USD,1
34957,Display - Valueclick Q3 [STATIC] Experiencing Hubb,Display - Valueclick Q3 [STATIC] Experiencing Hubble,08/06/2013,12/31/2100,0,0,USD,1
34958,Display - Valueclick Q3 [STATIC] World War II: A M,Display - Valueclick Q3 [STATIC] World War II: A Military an,08/06/2013,12/31/2100,0,0,USD,1
34959,Display - Valueclick Q3 [STATIC] Earth's Changing ,Display - Valueclick Q3 [STATIC] Earth's Changing Climate,08/06/2013,12/31/2100,0,0,USD,1
34960,Display - Valueclick Q3 [STATIC] Games People Play,Display - Valueclick Q3 [STATIC] Games People Play: Game The,08/06/2013,12/31/2100,0,0,USD,1
34961,Display - Valueclick Q3 [STATIC] Understanding the,Display - Valueclick Q3 [STATIC] Understanding the Universe,08/06/2013,12/31/2100,0,0,USD,1
34962,CPA - Valueclick Q3: Fundamentals of Photography,CPA - Valueclick Q3: Fundamentals of Photography,08/06/2013,12/31/2100,0,0,USD,1
34963,CPA - Valueclick Q3: The Everyday Gourmet,CPA - Valueclick Q3: The Everyday Gourmet,08/06/2013,12/31/2100,0,0,USD,1
34964,CPA - Valueclick Q3 [STATIC] Practicing Mindfulnes,CPA - Valueclick Q3 [STATIC] Practicing Mindfulness: An,08/06/2013,12/31/2100,0,0,USD,1
34965,Display - Valueclick Q3 [STATIC] Understanding Inv,Display - Valueclick Q3 [STATIC] Understanding Investments,08/06/2013,12/31/2100,0,0,USD,1
34966,Display - Valueclick Q3 [STATIC] Building Great Se,Display - Valueclick Q3 [STATIC] Building Great Sentences: E,08/06/2013,12/31/2100,0,0,USD,1
34967,Display - Valueclick Q3 [STATIC] New Testament,Display - Valueclick Q3 [STATIC] New Testament,08/06/2013,12/31/2100,0,0,USD,1
34968,Display - Valueclick Q3 [STATIC] Joy of Mathematic,Display - Valueclick Q3 [STATIC] Joy of Mathematics,08/06/2013,12/31/2100,0,0,USD,1
34969,Display - Valueclick Q3 [STATIC] Old Testament,Display - Valueclick Q3 [STATIC] Old Testament,08/06/2013,12/31/2100,0,0,USD,1
34970,Display - Valueclick Q3 [STATIC] The Science of Na,Display - Valueclick Q3 [STATIC] The Science of Natural Heal,08/06/2013,12/31/2100,0,0,USD,1
34971,Display - Valueclick Q3 [STATIC] Effective Communi,Display - Valueclick Q3 [STATIC] Effective Communication Ski,08/06/2013,12/31/2100,0,0,USD,1
34972,Display - Valueclick Q3 [STATIC] Our Night Sky,Display - Valueclick Q3 [STATIC] Our Night Sky,08/06/2013,12/31/2100,0,0,USD,1
34973,Display - Valueclick Q3 [STATIC] Analysis and Crit,Display - Valueclick Q3 [STATIC] Analysis and Critique: How,08/06/2013,12/31/2100,0,0,USD,1
34974,Display - Valueclick Q3 [STATIC] Nutrition Made Cl,Display - Valueclick Q3 [STATIC] Nutrition Made Clear,08/06/2013,12/31/2100,0,0,USD,1
34975,Display - Valueclick Q3 [STATIC] The Everyday Guid,Display - Valueclick Q3 [STATIC] The Everyday Guide to Wine,08/06/2013,12/31/2100,0,0,USD,1
34976,Display - Valueclick Q3 [STATIC] Writing Creative ,Display - Valueclick Q3 [STATIC] Writing Creative Nonfiction,08/06/2013,12/31/2100,0,0,USD,1
34977,Display - Valueclick Q3 [STATIC] How to Become a S,Display - Valueclick Q3 [STATIC] How to Become a SuperStar S,08/06/2013,12/31/2100,0,0,USD,1
34978,Display - Valueclick Q3 [STATIC] Physiology and Fi,Display - Valueclick Q3 [STATIC] Physiology and Fitness,08/06/2013,12/31/2100,0,0,USD,1
34979,Display - Valueclick Q3 [STATIC] Your Deceptive Mi,Display - Valueclick Q3 [STATIC] Your Deceptive Mind: A Scie,08/06/2013,12/31/2100,0,0,USD,1
34980,Display - Valueclick Q3 [STATIC] Physics and Our U,Display - Valueclick Q3 [STATIC] Physics and Our Universe: H,08/06/2013,12/31/2100,0,0,USD,1
34981,Display - Valueclick Q3 [STATIC] The World Was Nev,Display - Valueclick Q3 [STATIC] The World Was Never the Sam,08/06/2013,12/31/2100,0,0,USD,1
34982,Display - Valueclick Q3 [STATIC] Medieval World,Display - Valueclick Q3 [STATIC] Medieval World,08/06/2013,12/31/2100,0,0,USD,1
34983,Display - Valueclick Q3 [STATIC] How to Look at an,Display - Valueclick Q3 [STATIC] How to Look at and Understa,08/06/2013,12/31/2100,0,0,USD,1
34990,National Geographic 09/30/2013; 12/29/2013 #7901,National Geographic 09/30/2013; 12/29/2013 #7901,09/30/2013,12/29/2013,0,0,USD,1
34993,Utne 10/12/2013; 12/21/2013 #9231,Utne 10/12/2013; 12/21/2013 #9231,10/12/2013,12/21/2013,0,0,USD,1
34997,Family Tree 09/24/2013; 06/06/2014 #7901,Family Tree 09/24/2013; 06/06/2014 #7901,09/24/2013,06/06/2014,0,0,USD,1
34998,Nature Conservancy 10/25/2013; 01/30/2014 #Buffet,Nature Conservancy 10/25/2013; 01/30/2014 #Buffet,10/25/2013,01/30/2014,1,5,USD,0
35055,Psychology Today 10/22/2013; 01/14/2014 #660,Psychology Today 10/22/2013; 01/14/2014 #660,10/22/2013,01/14/2014,0,0,USD,1
35060,Maximum PC 09/29/2013; 12/21/2013 #7901,Maximum PC 09/29/2013; 12/21/2013 #7901,09/29/2013,12/21/2013,0,0,USD,1
35071,FOSW#4  2013,FOSW#4  2013,11/21/2013,01/06/2014,0,0,USD,1
35074,Adroll - Display Retargeting - Integrated Campaign,Adroll - Display Retargeting - Integrated Campaigns,11/13/2012,12/31/2052,0,0,USD,1
35075,Adroll - Display RT: FBX News Feed Integrated Camp,Adroll - Display RT: FBX News Feed Integrated Campaign,11/13/2012,12/31/2052,0,0,USD,1
35076,Social - FB: 2013 Int. Campaigns - Display Ads,Social - FB: 2013 Int. Campaigns - Display Ads,11/14/2012,12/31/2013,0,0,USD,1
35077,CJ Affiliate Network - 2013 Int. Campaigns,CJ Affiliate Network - 2013 Int. Campaigns,03/25/2013,12/31/2099,0,0,USD,1
35082,CJ Affiliates : $10 off $50,CJ Affiliates : $10 off $50,08/14/2013,12/31/2055,0,0,USD,1
35116,American Prospect 10/21/2013; 01/04/2014 #1960,American Prospect 10/21/2013; 01/04/2014 #1960,10/21/2013,01/04/2014,0,0,USD,1
35124,Mac Life 10/13/2013; 01/03/2014 #1933,Mac Life 10/13/2013; 01/03/2014 #1933,10/13/2013,01/03/2014,0,0,USD,1
35126,National Wildlife Federation 11/10/2013; 02/18/201,National Wildlife Federation 11/10/2013; 02/18/2014 #Buffet,11/10/2013,02/18/2014,1,5,USD,0
35127,Technology Review 10/26/2013; 02/03/2014 #7901,Technology Review 10/26/2013; 02/03/2014 #7901,10/26/2013,02/03/2014,0,0,USD,1
35128,Active Adult Magazine 10/09/2013; 01/21/2014 #7901,Active Adult Magazine 10/09/2013; 01/21/2014 #7901,10/09/2013,01/21/2014,0,0,USD,1
35129,Pacific Standard 10/15/2013; 01/07/2014 #7901,Pacific Standard 10/15/2013; 01/07/2014 #7901,10/15/2013,01/07/2014,0,0,USD,1
35180,YouTube Channel - PreRoll Advertising,YouTube Channel - PreRoll Advertising,05/10/2011,12/31/2099,0,0,USD,1
35252,Kiplinger�s Personal Finance 10/26/2013; 01/04/201,Kiplinger�s Personal Finance 10/26/2013; 01/04/2014 #5724,10/26/2013,01/04/2014,0,0,USD,1
35253,Kiplinger�s Personal Finance 11/23/2013; 02/01/201,Kiplinger�s Personal Finance 11/23/2013; 02/01/2014 #Buffet,11/23/2013,02/01/2014,1,5,USD,0
35254,Writer's Digest 11/12/2013; 01/24/2014 #Buffet,Writer's Digest 11/12/2013; 01/24/2014 #Buffet,11/12/2013,01/24/2014,1,5,USD,0
35255,Family Tree 11/12/2013; 02/24/2014 #9231,Family Tree 11/12/2013; 02/24/2014 #9231,11/12/2013,02/24/2014,0,0,USD,1
35538,Book (OI) Public DAX Pricing,Book (OI) Public DAX Pricing,01/01/1990,12/31/2100,0,0,USD,1
35548,USH - Internal Campaigns,USH - Internal Campaigns,06/09/2007,01/01/2100,0,0,USD,1
35567,Popular Science 10/13/2013; 01/10/2014 #1712,Popular Science 10/13/2013; 01/10/2014 #1712,10/13/2013,01/10/2014,0,0,USD,1
35571,Fortune Magazine 11/04/2013; 01/13/2014 #5724,Fortune Magazine 11/04/2013; 01/13/2014 #5724,11/04/2013,01/13/2014,0,0,USD,1
35597,shopgreatcoures.com tail adcode Sept 2013,shopgreatcoures.com tail adcode Sept 2013,09/01/2013,09/06/2100,0,0,USD,1
35684,Atlantic Monthly 10/15/2013; 12/27/2013 #9231,Atlantic Monthly 10/15/2013; 12/27/2013 #9231,10/15/2013,12/27/2013,0,0,USD,1
35687,AMAC 11/11/2013; 02/23/2014 #Buffet,AMAC 11/11/2013; 02/23/2014 #Buffet,11/11/2013,02/23/2014,1,5,USD,0
35818,NC JFY HV PM5 WK:10/1,NC JFY HV PM5 WK:10/1,12/10/2013,12/27/2013,1,0,USD,0
35819,NC JFY HV PM5 WK:10/2,NC JFY HV PM5 WK:10/2,12/17/2013,01/03/2014,1,0,USD,0
35820,NC JFY HV PM5 WK:10/,NC JFY HV PM5 WK:10/,12/24/2013,01/10/2014,1,0,USD,0
35821,NC JFY HV PM5 WK:11/4,NC JFY HV PM5 WK:11/4,12/31/2013,01/17/2014,1,0,USD,0
35822,NC JFY HV PM5 WK:11/1,NC JFY HV PM5 WK:11/1,01/07/2014,01/24/2014,1,0,USD,0
35824,NC JFY LV PM8 WK:10/1,NC JFY LV PM8 WK:10/1,12/10/2013,12/27/2013,1,0,USD,0
35825,NC JFY LV PM8 WK:10/2,NC JFY LV PM8 WK:10/2,12/17/2013,01/03/2014,1,0,USD,0
35826,NC JFY LV PM8 WK:10/,NC JFY LV PM8 WK:10/,12/24/2013,01/10/2014,1,0,USD,0
35827,NC JFY LV PM8 WK:11/4,NC JFY LV PM8 WK:11/4,12/31/2013,01/17/2014,1,0,USD,0
35828,NC JFY LV PM8 WK:11/1,NC JFY LV PM8 WK:11/1,01/07/2014,01/24/2014,1,0,USD,0
35830,NC JFY DLR HV PM5 WK:10/1 Send: 12/26,NC JFY DLR HV PM5 WK:10/1 Send: 12/26,12/21/2013,12/27/2013,0,0,USD,0
35831,NC JFY DLR HV PM5 WK:10/2 Send: 01/02,NC JFY DLR HV PM5 WK:10/2 Send: 01/02,12/28/2013,01/03/2014,0,0,USD,0
35832,NC JFY DLR HV PM5 WK:10/ Send: 01/09,NC JFY DLR HV PM5 WK:10/ Send: 01/09,01/04/2014,01/10/2014,0,0,USD,0
35833,NC JFY DLR HV PM5 WK:11/4 Send: 01/16,NC JFY DLR HV PM5 WK:11/4 Send: 01/16,01/11/2014,01/17/2014,0,0,USD,0
35834,NC JFY DLR HV PM5 WK:11/1 Send: 01/23,NC JFY DLR HV PM5 WK:11/1 Send: 01/23,01/18/2014,01/24/2014,0,0,USD,0
35836,NC JFY DLR LV PM8 WK:10/1 Send: 12/26,NC JFY DLR LV PM8 WK:10/1 Send: 12/26,12/21/2013,12/27/2013,0,0,USD,0
35837,NC JFY DLR LV PM8 WK:10/2 Send: 01/02,NC JFY DLR LV PM8 WK:10/2 Send: 01/02,12/28/2013,01/03/2014,0,0,USD,0
35838,NC JFY DLR LV PM8 WK:10/ Send: 01/09,NC JFY DLR LV PM8 WK:10/ Send: 01/09,01/04/2014,01/10/2014,0,0,USD,0
35839,NC JFY DLR LV PM8 WK:11/4 Send: 01/16,NC JFY DLR LV PM8 WK:11/4 Send: 01/16,01/11/2014,01/17/2014,0,0,USD,0
35840,NC JFY DLR LV PM8 WK:11/1 Send: 01/23,NC JFY DLR LV PM8 WK:11/1 Send: 01/23,01/18/2014,01/24/2014,0,0,USD,0
35845,VA Convertalog WK:11/4 HV PM 6263,VA Convertalog WK:11/4 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35846,VA Convertalog WK:11/1 HV PM 6263,VA Convertalog WK:11/1 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35851,MH Convertalog WK:11/4 HV PM 6263,MH Convertalog WK:11/4 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35852,MH Convertalog WK:11/1 HV PM 6263,MH Convertalog WK:11/1 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35857,MSC Convertalog WK:11/4 HV PM 6263,MSC Convertalog WK:11/4 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35858,MSC Convertalog WK:11/1 HV PM 6263,MSC Convertalog WK:11/1 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35863,PH Convertalog WK:11/4 HV PM 6263,PH Convertalog WK:11/4 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35864,PH Convertalog WK:11/1 HV PM 6263,PH Convertalog WK:11/1 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35869,AH Convertalog WK:11/4 HV PM 6263,AH Convertalog WK:11/4 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35870,AH Convertalog WK:11/1 HV PM 6263,AH Convertalog WK:11/1 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35875,LIT Convertalog WK:11/4 HV PM 6263,LIT Convertalog WK:11/4 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35876,LIT Convertalog WK:11/1 HV PM 6263,LIT Convertalog WK:11/1 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35881,MTH Convertalog WK:11/4 HV PM 6263,MTH Convertalog WK:11/4 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35882,MTH Convertalog WK:11/1 HV PM 6263,MTH Convertalog WK:11/1 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
35887,BL Convertalog WK:11/4 HV PM 6263,BL Convertalog WK:11/4 HV PM 6263,12/10/2013,01/03/2014,0,0,USD,1
